ID,RA,DEC,Z,Type,Element
spec-0860-52319-0207.fits,120.16732,28.476501,0.048595,E,Mg-I
spec-0872-52339-0184.fits,151.53099,47.262647,0.02481,E,Mg-I
spec-0877-52353-0200.fits,165.73448,50.659244,0.020478,E,Mg-I
spec-0878-52353-0640.fits,170.63417,51.533131,0.02628,E,Mg-I
spec-0884-52374-0168.fits,186.73009,52.075657,0.03002,E,Mg-I
spec-0887-52376-0501.fits,196.9961,51.929303,0.015676,E,Mg-I
spec-0889-52663-0590.fits,117.60499,30.22569,0.026586,E,Mg-I
spec-0890-52583-0615.fits,119.73832,32.612263,0.028279,E,Mg-I
spec-0894-52615-0447.fits,127.10635,40.630573,0.024567,E,Mg-I
spec-0900-52637-0084.fits,140.62288,47.262443,0.030189,E,Mg-I
spec-0904-52381-0510.fits,155.11812,53.85636,0.032307,E,Mg-I
spec-0907-52373-0031.fits,165.84034,55.670861,0.04821,E,Mg-I
spec-0910-52377-0102.fits,202.94115,-2.7130534,0.020956,E,Mg-I
spec-0910-52377-0241.fits,201.46084,-3.5034298,0.02038,E,Mg-I
spec-0910-52377-0607.fits,202.83194,-1.6150375,0.021574,E,Mg-I
spec-0915-52443-0221.fits,210.15503,-2.8578207,0.024838,E,Mg-I
spec-0922-52426-0480.fits,226.03052,-2.0037437,0.034433,E,Mg-I
spec-0922-52426-0504.fits,226.59279,-1.7518369,0.036819,E,Mg-I
spec-0925-52411-0174.fits,233.28972,-1.866021,0.02821,E,Mg-I
spec-0929-52581-0166.fits,119.8738,27.026436,0.022181,E,Mg-I
spec-0936-52705-0028.fits,136.81394,37.50484,0.024372,E,Mg-I
spec-0938-52708-0060.fits,140.17933,39.31576,0.027744,E,Mg-I
spec-0940-52670-0004.fits,145.47982,41.409359,0.047151,E,Mg-I
spec-0948-52428-0284.fits,158.24541,56.748156,0.044871,E,Mg-I
spec-0948-52428-0517.fits,160.88481,57.672139,0.045975,E,Mg-I
spec-0951-52398-0128.fits,169.78174,58.053975,0.032528,E,Mg-I
spec-0952-52409-0053.fits,173.92201,58.323729,0.017188,E,Mg-I
spec-0957-52398-0059.fits,195.14154,58.982516,0.04601,E,Mg-I
spec-0958-52410-0221.fits,196.65393,58.764203,0.028011,E,Mg-I
spec-0966-52642-0038.fits,174.1273,49.131349,0.037095,E,Mg-I
spec-0966-52642-0164.fits,173.14505,49.10966,0.034015,E,Mg-I
spec-0967-52636-0008.fits,177.26933,48.749641,0.018743,E,Mg-I
spec-0967-52636-0301.fits,173.69398,48.956115,0.031567,E,Mg-I
spec-0970-52413-0501.fits,184.50924,50.453732,0.029621,E,Mg-I
spec-0971-52644-0307.fits,184.88371,49.815753,0.013701,E,Mg-I
spec-0971-52644-0324.fits,185.64591,51.154884,0.029644,E,Mg-I
spec-0972-52435-0247.fits,254.60941,33.037605,0.036755,E,Mg-I
spec-0973-52426-0435.fits,255.30707,33.51319,0.037424,E,Mg-I
spec-0984-52442-0412.fits,314.65937,0.9125774,0.047891,E,Mg-I
spec-0986-52443-0468.fits,318.50227,0.53510725,0.026927,E,Mg-I
spec-0986-52443-0550.fits,319.01574,1.0183407,0.031419,E,Mg-I
spec-0996-52641-0145.fits,152.6457,6.1673114,0.031259,E,Mg-I
spec-0996-52641-0291.fits,151.32719,5.5696589,0.022915,E,Mg-I
spec-0997-52734-0223.fits,154.00086,6.2514461,0.045833,E,Mg-I
spec-1014-52707-0477.fits,173.14177,54.926541,0.020537,E,Mg-I
spec-1039-52707-0047.fits,196.38399,53.685146,0.029698,E,Mg-I
spec-1039-52707-0061.fits,197.28644,53.943586,0.008351,E,Mg-I
spec-1040-52722-0079.fits,199.62489,54.066442,0.032673,E,Mg-I
spec-1049-52751-0368.fits,224.74968,48.409845,0.035818,E,Mg-I
spec-1052-52466-0511.fits,234.01164,43.503461,0.018676,E,Mg-I
spec-1053-52468-0584.fits,237.49372,42.078325,0.035261,E,Mg-I
spec-1057-52522-0391.fits,244.41891,35.004206,0.029815,E,Mg-I
spec-1057-52522-0429.fits,244.50235,35.110291,0.031343,E,Mg-I
spec-1057-52522-0469.fits,244.60098,35.326495,0.0297,E,Mg-I
spec-1057-52522-0548.fits,245.91094,35.011291,0.033513,E,Mg-I
spec-1061-52641-0105.fits,120.59853,31.187744,0.038921,E,Mg-I
spec-1160-52674-0005.fits,216.17324,55.705602,0.041486,E,Mg-I
spec-1164-52674-0437.fits,224.57983,53.237492,0.029489,E,Mg-I
spec-1165-52703-0081.fits,228.59331,50.329671,0.036921,E,Mg-I
spec-1166-52751-0083.fits,231.70087,48.614977,0.038038,E,Mg-I
spec-1168-52731-0204.fits,237.2215,45.959915,0.038595,E,Mg-I
spec-1169-52753-0433.fits,238.67528,45.344254,0.04014,E,Mg-I
spec-1169-52753-0546.fits,240.23678,45.417661,0.042498,E,Mg-I
spec-1170-52756-0109.fits,242.71757,41.885824,0.038253,E,Mg-I
spec-1172-52759-0016.fits,247.83001,39.150809,0.02956,E,Mg-I
spec-1172-52759-0083.fits,246.62228,39.082203,0.032885,E,Mg-I
spec-1172-52759-0146.fits,246.98336,39.281396,0.031944,E,Mg-I
spec-1172-52759-0160.fits,247.09711,39.570302,0.029151,E,Mg-I
spec-1172-52759-0533.fits,246.68806,40.684218,0.029134,E,Mg-I
spec-1172-52759-0622.fits,247.76134,39.792511,0.028881,E,Mg-I
spec-1173-52790-0451.fits,247.63606,39.384201,0.030458,E,Mg-I
spec-1174-52782-0475.fits,249.47466,36.073054,0.031355,E,Mg-I
spec-1185-52642-0388.fits,125.6737,4.3278483,0.028784,E,Mg-I
spec-1198-52669-0017.fits,134.71357,38.80954,0.028338,E,Mg-I
spec-1200-52668-0230.fits,136.40492,41.092279,0.041351,E,Mg-I
spec-1200-52668-0288.fits,135.75892,40.433984,0.028763,E,Mg-I
spec-1201-52674-0094.fits,139.15021,41.716015,0.028569,E,Mg-I
spec-1201-52674-0133.fits,139.07918,41.549948,0.024851,E,Mg-I
spec-1202-52672-0604.fits,146.61911,45.752606,0.015853,E,Mg-I
spec-1218-52709-0580.fits,153.95466,43.788146,0.017222,E,Mg-I
spec-1220-52723-0318.fits,164.65654,9.0504494,0.008752,E,Mg-I
spec-1220-52723-0547.fits,165.36027,9.7889045,0.027175,E,Mg-I
spec-1225-52760-0201.fits,175.60289,8.8380507,0.021195,E,Mg-I
spec-1228-52728-0052.fits,180.99801,9.2164796,0.03478,E,Mg-I
spec-1228-52728-0217.fits,180.32851,9.1651963,0.02099,E,Mg-I
spec-1229-52723-0384.fits,181.3085,10.613245,0.033445,E,Mg-I
spec-1230-52672-0449.fits,184.52858,10.896222,0.023671,E,Mg-I
spec-1231-52725-0100.fits,186.74668,8.9587512,0.024384,E,Mg-I
spec-1231-52725-0189.fits,186.03232,9.3837229,0.025492,E,Mg-I
spec-1238-52761-0202.fits,155.16523,7.8594214,0.045094,E,Mg-I
spec-1265-52705-0271.fits,120.99667,23.755681,0.029381,E,Mg-I
spec-1265-52705-0588.fits,122.58922,25.122298,0.027695,E,Mg-I
spec-1266-52709-0141.fits,123.76854,25.608667,0.020816,E,Mg-I
spec-1274-52995-0283.fits,139.63573,35.001707,0.023092,E,Mg-I
spec-1276-53035-0380.fits,145.81962,38.878384,0.027401,E,Mg-I
spec-1277-52765-0089.fits,148.70149,37.686946,0.016893,E,Mg-I
spec-1280-52738-0220.fits,194.84324,48.345443,0.029212,E,Mg-I
spec-1289-52734-0437.fits,220.32149,44.478847,0.010755,E,Mg-I
spec-1290-52734-0613.fits,224.7525,43.4077,0.030596,E,Mg-I
spec-1292-52736-0264.fits,228.07158,40.430721,0.03212,E,Mg-I
spec-1302-52763-0026.fits,141.62931,8.351053,0.028099,E,Mg-I
spec-1304-52993-0492.fits,144.5216,9.6166857,0.02856,E,Mg-I
spec-1304-52993-0541.fits,144.63704,10.341774,0.048985,E,Mg-I
spec-1316-52790-0195.fits,187.43892,56.826337,0.015724,E,Mg-I
spec-1332-52781-0591.fits,235.01873,46.105944,0.036558,E,Mg-I
spec-1333-52782-0599.fits,237.28235,44.69951,0.035564,E,Mg-I
spec-1335-52824-0612.fits,242.31864,41.745723,0.025618,E,Mg-I
spec-1337-52767-0408.fits,244.69081,39.334456,0.03164,E,Mg-I
spec-1337-52767-0494.fits,245.43027,37.996036,0.033063,E,Mg-I
spec-1339-52767-0116.fits,250.15995,33.931151,0.037573,E,Mg-I
spec-1348-53084-0128.fits,215.6353,39.584953,0.017018,E,Mg-I
spec-1348-53084-0155.fits,215.61783,40.319815,0.018111,E,Mg-I
spec-1348-53084-0157.fits,215.75636,40.377422,0.018574,E,Mg-I
spec-1351-52790-0217.fits,223.63447,37.075609,0.031385,E,Mg-I
spec-1351-52790-0623.fits,225.6789,37.949362,0.028796,E,Mg-I
spec-1372-53062-0031.fits,190.91401,44.101294,0.040535,E,Mg-I
spec-1376-53089-0567.fits,201.73671,44.821083,0.027888,E,Mg-I
spec-1378-53061-0388.fits,207.85573,40.213272,0.008235,E,Mg-I
spec-1381-53089-0277.fits,215.73885,37.527423,0.032175,E,Mg-I
spec-1381-53089-0288.fits,215.61974,37.122197,0.010606,E,Mg-I
spec-1382-53115-0233.fits,218.98181,36.719553,0.013675,E,Mg-I
spec-1382-53115-0528.fits,219.78332,38.134235,0.031561,E,Mg-I
spec-1382-53115-0543.fits,220.64111,37.452334,0.013763,E,Mg-I
spec-1392-52822-0100.fits,240.95726,26.542089,0.048717,E,Mg-I
spec-1393-52824-0612.fits,242.80881,26.92341,0.031927,E,Mg-I
spec-1406-52876-0072.fits,243.54513,29.851691,0.033659,E,Mg-I
spec-1414-53135-0634.fits,252.56542,23.579837,0.036061,E,Mg-I
spec-1417-53141-0164.fits,238.77886,34.782269,0.047142,E,Mg-I
spec-1423-53167-0313.fits,249.51413,25.302735,0.036565,E,Mg-I
spec-1427-52996-0328.fits,153.55811,39.05095,0.025183,E,Mg-I
spec-1427-52996-0428.fits,153.68888,38.980999,0.023158,E,Mg-I
spec-1429-52990-0180.fits,157.66051,44.012717,0.028031,E,Mg-I
spec-1430-53002-0059.fits,158.80468,38.525085,0.043025,E,Mg-I
spec-1431-52992-0399.fits,158.77013,44.745751,0.025162,E,Mg-I
spec-1434-53053-0575.fits,163.44378,46.218922,0.024998,E,Mg-I
spec-1436-53054-0233.fits,164.40469,45.634418,0.042683,E,Mg-I
spec-1436-53054-0484.fits,165.04014,45.917014,0.021437,E,Mg-I
spec-1437-53046-0308.fits,164.37987,40.94615,0.025088,E,Mg-I
spec-1438-53054-0402.fits,167.86404,47.035536,0.025231,E,Mg-I
spec-1449-53116-0009.fits,183.20804,46.773067,0.024118,E,Mg-I
spec-1453-53084-0185.fits,187.54939,47.006312,0.039099,E,Mg-I
spec-1455-53089-0426.fits,190.0042,47.784746,0.038943,E,Mg-I
spec-1459-53117-0325.fits,194.98506,47.205566,0.028835,E,Mg-I
spec-1459-53117-0364.fits,195.79348,47.393866,0.02452,E,Mg-I
spec-1463-53063-0464.fits,202.10531,46.591649,0.008075,E,Mg-I
spec-1571-53174-0394.fits,248.25674,22.797399,0.036325,E,Mg-I
spec-1573-53226-0400.fits,245.917,24.47419,0.038675,E,Mg-I
spec-1573-53226-0443.fits,247.19222,25.494705,0.040074,E,Mg-I
spec-1579-53473-0187.fits,238.54796,30.155855,0.02025,E,Mg-I
spec-1592-52990-0410.fits,139.89513,33.888093,0.021441,E,Mg-I
spec-1592-52990-0489.fits,139.90015,33.428333,0.023503,E,Mg-I
spec-1593-52991-0080.fits,143.50397,33.990716,0.027456,E,Mg-I
spec-1594-52992-0569.fits,145.72542,36.213984,0.022311,E,Mg-I
spec-1596-52998-0140.fits,149.38114,36.091335,0.02733,E,Mg-I
spec-1596-52998-0374.fits,149.07212,37.59003,0.02295,E,Mg-I
spec-1596-52998-0590.fits,150.37943,37.203945,0.021881,E,Mg-I
spec-1598-53033-0553.fits,156.78246,11.010723,0.032336,E,Mg-I
spec-1603-53119-0438.fits,165.14751,12.161569,0.021185,E,Mg-I
spec-1609-53142-0605.fits,178.475,13.278114,0.024466,E,Mg-I
spec-1613-53115-0044.fits,185.12575,11.340936,0.043088,E,Mg-I
spec-1622-53385-0292.fits,178.00703,6.4096198,0.019803,E,Mg-I
spec-1623-53089-0245.fits,180.42779,6.449579,0.019993,E,Mg-I
spec-1642-53115-0186.fits,210.3501,36.800089,0.008983,E,Mg-I
spec-1644-53144-0176.fits,216.07669,35.242855,0.028265,E,Mg-I
spec-1645-53172-0465.fits,218.41485,35.312034,0.029155,E,Mg-I
spec-1651-53442-0620.fits,232.41911,30.485929,0.035712,E,Mg-I
spec-1655-53523-0119.fits,239.96505,25.940642,0.044658,E,Mg-I
spec-1673-53462-0621.fits,218.67395,47.937794,0.026891,E,Mg-I
spec-1682-53173-0563.fits,241.12996,37.159539,0.030884,E,Mg-I
spec-1683-53436-0039.fits,244.90831,34.322945,0.032465,E,Mg-I
spec-1684-53239-0561.fits,246.53834,32.752305,0.036257,E,Mg-I
spec-1699-53148-0208.fits,202.31433,11.203158,0.023361,E,Mg-I
spec-1702-53144-0558.fits,209.305,12.021325,0.020737,E,Mg-I
spec-1705-53848-0421.fits,212.44507,11.584849,0.038179,E,Mg-I
spec-1707-53885-0278.fits,215.0461,10.26292,0.030496,E,Mg-I
spec-1707-53885-0466.fits,215.62824,11.304878,0.016426,E,Mg-I
spec-1710-53504-0317.fits,217.60659,11.927992,0.025517,E,Mg-I
spec-1714-53521-0305.fits,221.72337,11.62623,0.029917,E,Mg-I
spec-1719-53876-0105.fits,229.0623,8.6944068,0.034628,E,Mg-I
spec-1721-53857-0026.fits,231.62275,8.590605,0.034526,E,Mg-I
spec-1721-53857-0293.fits,229.76411,8.1387263,0.033779,E,Mg-I
spec-1721-53857-0493.fits,230.80831,8.6454417,0.035111,E,Mg-I
spec-1721-53857-0507.fits,230.91331,8.7590886,0.034282,E,Mg-I
spec-1721-53857-0593.fits,231.26504,8.7185268,0.0327,E,Mg-I
spec-1721-53857-0631.fits,231.59352,8.98736,0.034971,E,Mg-I
spec-1722-53852-0494.fits,233.14555,10.319044,0.034481,E,Mg-I
spec-1724-53859-0117.fits,235.98152,7.8546572,0.037638,E,Mg-I
spec-1724-53859-0489.fits,235.69013,8.2411038,0.041118,E,Mg-I
spec-1732-53501-0573.fits,245.88385,7.8511887,0.035576,E,Mg-I
spec-1741-53052-0265.fits,143.1052,10.763506,0.028382,E,Mg-I
spec-1744-53055-0149.fits,150.85412,12.098216,0.030998,E,Mg-I
spec-1744-53055-0497.fits,150.39626,12.764981,0.020956,E,Mg-I
spec-1744-53055-0636.fits,152.14465,12.55548,0.030551,E,Mg-I
spec-1746-53062-0505.fits,155.39849,13.775514,0.045519,E,Mg-I
spec-1747-53075-0388.fits,156.45252,13.727946,0.031809,E,Mg-I
spec-1766-53468-0161.fits,184.12246,14.497473,0.026347,E,Mg-I
spec-1768-53442-0212.fits,187.81241,14.196661,0.020299,E,Mg-I
spec-1777-53857-0547.fits,208.08035,14.271913,0.024166,E,Mg-I
spec-1780-53090-0477.fits,121.83439,51.1316,0.017533,E,Mg-I
spec-1785-54439-0615.fits,135.49332,60.151709,0.011133,E,Mg-I
spec-1786-54450-0516.fits,137.84533,62.016191,0.025656,E,Mg-I
spec-1792-54270-0249.fits,193.0079,6.5518059,0.049631,E,Mg-I
spec-1794-54504-0032.fits,196.70774,7.4440558,0.045927,E,Mg-I
spec-1794-54504-0568.fits,196.13269,8.5350095,0.035191,E,Mg-I
spec-1796-53884-0090.fits,197.7706,8.8078662,0.032538,E,Mg-I
spec-1797-54507-0126.fits,199.31455,6.4016992,0.023538,E,Mg-I
spec-1797-54507-0572.fits,199.83009,8.429142,0.021533,E,Mg-I
spec-1798-53851-0587.fits,199.93601,10.362773,0.048865,E,Mg-I
spec-1799-53556-0298.fits,200.52175,6.1148,0.022993,E,Mg-I
spec-1800-53884-0612.fits,202.85318,9.9584399,0.022351,E,Mg-I
spec-1801-54156-0134.fits,203.7869,6.4811064,0.022699,E,Mg-I
spec-1806-53559-0181.fits,208.00184,8.882024,0.037673,E,Mg-I
spec-1807-54175-0075.fits,210.76858,8.9475072,0.023066,E,Mg-I
spec-1807-54175-0331.fits,208.79697,10.021972,0.038004,E,Mg-I
spec-1810-53794-0497.fits,213.9459,8.9101818,0.028705,E,Mg-I
spec-1812-53795-0523.fits,218.36341,9.2453519,0.027314,E,Mg-I
spec-1813-53903-0513.fits,220.69332,8.7255754,0.034121,E,Mg-I
spec-1817-53851-0306.fits,226.85827,7.1167408,0.030916,E,Mg-I
spec-1820-54208-0376.fits,232.92591,7.2873909,0.034168,E,Mg-I
spec-1825-53504-0310.fits,212.04729,5.8115582,0.017308,E,Mg-I
spec-1826-53499-0144.fits,215.24755,6.2026544,0.025244,E,Mg-I
spec-1832-54259-0046.fits,227.8814,4.5174928,0.037802,E,Mg-I
spec-1833-54561-0030.fits,229.53823,4.5630345,0.036529,E,Mg-I
spec-1838-53467-0484.fits,209.7271,35.255562,0.034957,E,Mg-I
spec-1840-53472-0513.fits,216.06794,33.612573,0.02233,E,Mg-I
spec-1842-53501-0176.fits,220.38086,31.650627,0.031895,E,Mg-I
spec-1848-54180-0237.fits,232.56733,27.097502,0.032544,E,Mg-I
spec-1849-53846-0385.fits,234.51858,26.281538,0.034269,E,Mg-I
spec-1850-53786-0364.fits,237.15959,25.404157,0.032518,E,Mg-I
spec-1853-53566-0572.fits,244.66048,21.973278,0.016089,E,Mg-I
spec-1868-53318-0295.fits,114.97984,49.11762,0.020775,E,Mg-I
spec-1871-53384-0563.fits,123.22564,55.672065,0.011766,E,Mg-I
spec-1872-53386-0292.fits,121.74018,55.903048,0.028206,E,Mg-I
spec-1873-54437-0391.fits,123.93685,58.321003,0.027054,E,Mg-I
spec-1874-54452-0068.fits,130.26136,59.936301,0.03782,E,Mg-I
spec-1874-54452-0225.fits,126.60368,59.89549,0.026722,E,Mg-I
spec-1879-54478-0195.fits,148.82428,68.618827,0.039213,E,Mg-I
spec-1922-53315-0636.fits,121.74636,19.851662,0.03874,E,Mg-I
spec-1923-53319-0425.fits,120.40403,18.885165,0.039149,E,Mg-I
spec-1923-53319-0503.fits,121.71714,18.737774,0.015459,E,Mg-I
spec-1925-53327-0612.fits,124.75355,20.936976,0.015345,E,Mg-I
spec-1930-53347-0187.fits,129.52807,25.272617,0.02818,E,Mg-I
spec-1938-53379-0429.fits,139.15699,30.905382,0.023215,E,Mg-I
spec-1939-53389-0486.fits,141.85614,29.986089,0.026065,E,Mg-I
spec-1942-53415-0357.fits,143.47124,30.404022,0.026896,E,Mg-I
spec-1944-53385-0562.fits,145.61382,28.952816,0.0292,E,Mg-I
spec-1945-53387-0536.fits,147.46713,34.714119,0.038753,E,Mg-I
spec-1946-53432-0292.fits,145.95479,30.546094,0.028224,E,Mg-I
spec-1950-53436-0227.fits,149.66706,28.87756,0.02129,E,Mg-I
spec-1954-53357-0638.fits,155.58078,36.583034,0.025916,E,Mg-I
spec-1975-53734-0318.fits,189.70333,31.984887,0.023164,E,Mg-I
spec-1984-53433-0044.fits,189.31542,39.483146,0.020315,E,Mg-I
spec-1985-53431-0363.fits,190.90206,41.018539,0.023924,E,Mg-I
spec-1988-53469-0204.fits,165.5998,38.505015,0.02849,E,Mg-I
spec-1993-53762-0042.fits,203.8619,33.72504,0.023432,E,Mg-I
spec-1993-53762-0440.fits,202.67816,34.830655,0.023697,E,Mg-I
spec-1994-53845-0068.fits,194.24112,30.716046,0.02422,E,Mg-I
spec-2001-53493-0507.fits,184.73291,39.140126,0.03694,E,Mg-I
spec-2004-53737-0313.fits,181.81956,32.075601,0.029607,E,Mg-I
spec-2004-53737-0551.fits,183.55827,32.421164,0.021086,E,Mg-I
spec-2007-53474-0215.fits,162.57353,37.956213,0.025761,E,Mg-I
spec-2008-53473-0041.fits,176.40391,31.299569,0.005957,E,Mg-I
spec-2009-53857-0379.fits,196.49848,29.278818,0.02641,E,Mg-I
spec-2009-53904-0263.fits,196.24325,29.122243,0.019745,E,Mg-I
spec-2011-53499-0339.fits,193.79527,29.578265,0.024878,E,Mg-I
spec-2014-53460-0055.fits,208.51551,37.417196,0.024049,E,Mg-I
spec-2014-53460-0196.fits,207.54137,38.219547,0.019221,E,Mg-I
spec-2017-53474-0244.fits,204.91204,27.404587,0.035058,E,Mg-I
spec-2017-53474-0270.fits,204.88504,27.92868,0.036527,E,Mg-I
spec-2017-53474-0414.fits,205.59714,29.847833,0.044276,E,Mg-I
spec-2018-53800-0464.fits,195.63139,38.478493,0.037112,E,Mg-I
spec-2021-53475-0126.fits,194.91386,38.815589,0.033529,E,Mg-I
spec-2023-53851-0356.fits,198.69058,35.14846,0.034023,E,Mg-I
spec-2026-53711-0179.fits,163.34324,31.822282,0.034585,E,Mg-I
spec-2028-53818-0545.fits,207.6629,35.038311,0.021097,E,Mg-I
spec-2030-53499-0292.fits,167.17158,36.16107,0.027676,E,Mg-I
spec-2031-53848-0592.fits,195.47563,36.228734,0.025331,E,Mg-I
spec-2033-53476-0528.fits,208.51203,37.38095,0.024587,E,Mg-I
spec-2033-53476-0580.fits,208.97266,37.196585,0.019931,E,Mg-I
spec-2037-53446-0557.fits,171.06977,38.015436,0.035585,E,Mg-I
spec-2087-53415-0059.fits,139.27202,25.429165,0.005511,E,Mg-I
spec-2092-53460-0465.fits,167.66307,31.655806,0.027839,E,Mg-I
spec-2093-53818-0403.fits,197.84432,34.418048,0.036749,E,Mg-I
spec-2093-53818-0521.fits,198.47094,34.124796,0.03728,E,Mg-I
spec-2093-53818-0535.fits,198.5055,33.93681,0.03512,E,Mg-I
spec-2094-53851-0374.fits,204.67975,31.270535,0.015676,E,Mg-I
spec-2095-53474-0020.fits,182.29098,31.569507,0.022572,E,Mg-I
spec-2096-53446-0376.fits,158.38733,36.706782,0.044269,E,Mg-I
spec-2097-53491-0018.fits,177.67462,32.697241,0.032149,E,Mg-I
spec-2097-53491-0222.fits,176.05822,33.514518,0.031747,E,Mg-I
spec-2100-53713-0325.fits,170.36229,34.452751,0.035263,E,Mg-I
spec-2100-53713-0332.fits,170.53081,34.36635,0.034177,E,Mg-I
spec-2100-53713-0406.fits,171.03091,34.663592,0.029036,E,Mg-I
spec-2100-53713-0480.fits,170.85218,33.829135,0.034431,E,Mg-I
spec-2104-53852-0166.fits,199.65445,30.865365,0.03249,E,Mg-I
spec-2104-53852-0168.fits,199.74891,30.780992,0.031127,E,Mg-I
spec-2108-53473-0120.fits,182.68449,38.33619,0.022897,E,Mg-I
spec-2108-53473-0597.fits,182.50992,38.739973,0.021062,E,Mg-I
spec-2109-53468-0186.fits,203.28109,32.514174,0.035886,E,Mg-I
spec-2109-53468-0237.fits,203.2398,32.605208,0.035762,E,Mg-I
spec-2109-53468-0603.fits,204.95169,33.688157,0.040881,E,Mg-I
spec-2111-53467-0346.fits,168.8966,36.509145,0.024921,E,Mg-I
spec-2115-53535-0149.fits,207.76922,25.083116,0.029415,E,Mg-I
spec-2117-54115-0256.fits,208.2588,31.81317,0.03586,E,Mg-I
spec-2119-53792-0230.fits,208.80578,25.051795,0.031067,E,Mg-I
spec-2127-53859-0426.fits,213.56325,26.747621,0.034861,E,Mg-I
spec-2134-53876-0559.fits,218.42226,28.054128,0.031082,E,Mg-I
spec-2138-53757-0271.fits,219.06405,29.908382,0.034628,E,Mg-I
spec-2139-53878-0048.fits,221.00055,23.631077,0.03881,E,Mg-I
spec-2139-53878-0592.fits,220.73642,25.016501,0.034139,E,Mg-I
spec-2140-53858-0602.fits,221.6088,23.85278,0.047954,E,Mg-I
spec-2141-53764-0290.fits,221.08694,28.551017,0.012246,E,Mg-I
spec-2143-54184-0582.fits,223.48212,24.590539,0.033005,E,Mg-I
spec-2145-54212-0522.fits,224.34672,27.416343,0.03125,E,Mg-I
spec-2146-54230-0340.fits,223.12677,29.807401,0.023187,E,Mg-I
spec-2152-53874-0079.fits,227.23418,24.27827,0.018316,E,Mg-I
spec-2152-53874-0265.fits,225.20272,23.595264,0.018353,E,Mg-I
spec-2158-54209-0044.fits,230.03895,21.904774,0.038345,E,Mg-I
spec-2159-54328-0578.fits,231.10325,20.761705,0.039183,E,Mg-I
spec-2162-54207-0404.fits,233.19468,23.184798,0.036745,E,Mg-I
spec-2163-53823-0141.fits,233.41657,24.404683,0.043406,E,Mg-I
spec-2167-53889-0442.fits,235.99541,19.211524,0.024153,E,Mg-I
spec-2170-53875-0484.fits,238.37868,18.357991,0.032813,E,Mg-I
spec-2170-53875-0494.fits,238.45825,18.341345,0.046046,E,Mg-I
spec-2171-53557-0213.fits,238.28454,21.074648,0.017047,E,Mg-I
spec-2173-53874-0081.fits,240.15568,19.723214,0.03119,E,Mg-I
spec-2196-53534-0037.fits,241.34464,16.198215,0.033708,E,Mg-I
spec-2196-53534-0142.fits,240.70264,16.119368,0.033282,E,Mg-I
spec-2196-53534-0533.fits,241.01149,17.282389,0.0332,E,Mg-I
spec-2199-53556-0059.fits,241.08148,17.180401,0.033608,E,Mg-I
spec-2199-53556-0217.fits,240.36699,17.240532,0.036005,E,Mg-I
spec-2200-53875-0315.fits,240.70509,17.167407,0.034561,E,Mg-I
spec-2200-53875-0369.fits,241.41521,18.164352,0.03537,E,Mg-I
spec-2211-53786-0024.fits,167.73279,28.543805,0.032043,E,Mg-I
spec-2211-53786-0631.fits,167.67852,28.693158,0.03314,E,Mg-I
spec-2212-53789-0617.fits,167.62386,27.091308,0.044232,E,Mg-I
spec-2213-53792-0479.fits,167.42363,28.91501,0.032054,E,Mg-I
spec-2214-53794-0159.fits,168.84577,25.939733,0.048601,E,Mg-I
spec-2214-53794-0424.fits,167.85506,26.963607,0.033516,E,Mg-I
spec-2215-53793-0382.fits,168.33101,29.811096,0.045173,E,Mg-I
spec-2215-53793-0468.fits,169.05644,29.38525,0.029294,E,Mg-I
spec-2218-53816-0045.fits,172.90697,26.111089,0.032408,E,Mg-I
spec-2218-53816-0557.fits,173.00911,27.005766,0.032747,E,Mg-I
spec-2218-53816-0580.fits,172.92507,28.153591,0.023011,E,Mg-I
spec-2221-53792-0493.fits,175.75254,27.396965,0.031116,E,Mg-I
spec-2221-53792-0581.fits,177.26827,27.334229,0.022258,E,Mg-I
spec-2222-53799-0619.fits,177.74538,30.569555,0.021323,E,Mg-I
spec-2225-53729-0353.fits,178.90163,29.995919,0.022676,E,Mg-I
spec-2225-53729-0374.fits,179.60111,30.649598,0.029444,E,Mg-I
spec-2226-53819-0048.fits,180.71712,26.252806,0.032148,E,Mg-I
spec-2226-53819-0637.fits,181.62392,27.949926,0.027291,E,Mg-I
spec-2233-53845-0373.fits,185.04254,28.388964,0.025486,E,Mg-I
spec-2236-53729-0126.fits,189.82136,26.67777,0.022002,E,Mg-I
spec-2238-54205-0164.fits,191.98049,27.22236,0.026578,E,Mg-I
spec-2238-54205-0307.fits,190.22044,26.728128,0.015743,E,Mg-I
spec-2238-54205-0591.fits,192.72523,27.84183,0.025295,E,Mg-I
spec-2240-53823-0100.fits,194.07749,26.358904,0.021424,E,Mg-I
spec-2240-53823-0142.fits,194.28925,27.466404,0.02485,E,Mg-I
spec-2240-53823-0200.fits,193.92208,27.250763,0.023651,E,Mg-I
spec-2240-53823-0447.fits,194.17858,28.020447,0.020867,E,Mg-I
spec-2240-53823-0472.fits,194.12423,27.940005,0.022131,E,Mg-I
spec-2240-53823-0478.fits,194.14247,27.538949,0.023657,E,Mg-I
spec-2240-53823-0488.fits,194.45028,27.883063,0.019532,E,Mg-I
spec-2240-53823-0496.fits,194.38682,27.610346,0.020128,E,Mg-I
spec-2240-53823-0506.fits,194.59096,27.967782,0.020053,E,Mg-I
spec-2240-53823-0550.fits,194.7831,27.854968,0.021927,E,Mg-I
