ID,RA,DEC,Z,Type,Element
spec-2240-53823-0585.fits,194.89878,27.959268,0.023909,E,Mg-I
spec-2240-53823-0586.fits,194.93502,27.912461,0.022351,E,Mg-I
spec-2240-53823-0620.fits,194.99063,28.246668,0.022372,E,Mg-I
spec-2241-54156-0134.fits,194.5132,26.91598,0.027373,E,Mg-I
spec-2241-54156-0170.fits,194.3994,27.493236,0.024375,E,Mg-I
spec-2241-54156-0250.fits,193.4963,26.444043,0.023587,E,Mg-I
spec-2241-54156-0357.fits,194.11094,27.830645,0.020892,E,Mg-I
spec-2241-54156-0448.fits,195.12821,28.34638,0.019885,E,Mg-I
spec-2241-54156-0462.fits,194.78417,27.784129,0.023446,E,Mg-I
spec-2241-54156-0550.fits,195.01851,27.987589,0.021272,E,Mg-I
spec-2241-54156-0617.fits,195.96165,27.988379,0.021173,E,Mg-I
spec-2241-54169-0466.fits,194.71707,27.785063,0.018857,E,Mg-I
spec-2241-54169-0585.fits,195.47388,27.624451,0.026211,E,Mg-I
spec-2242-54153-0411.fits,195.93727,28.084232,0.018766,E,Mg-I
spec-2245-54208-0563.fits,204.15072,27.242188,0.035774,E,Mg-I
spec-2246-53767-0169.fits,205.19536,25.897267,0.028771,E,Mg-I
spec-2246-53767-0250.fits,204.73889,24.980228,0.027342,E,Mg-I
spec-2264-53682-0073.fits,119.90754,13.433544,0.014925,E,Mg-I
spec-2265-53674-0390.fits,118.99982,12.981467,0.044469,E,Mg-I
spec-2265-53674-0530.fits,120.15632,13.697345,0.015217,E,Mg-I
spec-2282-53683-0054.fits,134.97696,20.599938,0.025023,E,Mg-I
spec-2283-53729-0130.fits,134.58598,17.537858,0.048861,E,Mg-I
spec-2283-53729-0402.fits,134.46956,20.122529,0.030883,E,Mg-I
spec-2286-53700-0129.fits,137.66635,18.696592,0.028379,E,Mg-I
spec-2287-53705-0548.fits,138.31719,23.089987,0.038067,E,Mg-I
spec-2288-53699-0173.fits,139.27885,20.069703,0.027838,E,Mg-I
spec-2293-53730-0279.fits,141.85432,23.030408,0.026255,E,Mg-I
spec-2342-53742-0519.fits,148.28979,27.621755,0.019841,E,Mg-I
spec-2349-53734-0308.fits,155.40395,23.989709,0.041462,E,Mg-I
spec-2349-53734-0397.fits,155.7233,24.606408,0.046287,E,Mg-I
spec-2350-53765-0087.fits,155.24403,25.519407,0.020773,E,Mg-I
spec-2355-53792-0486.fits,161.46778,25.951576,0.020796,E,Mg-I
spec-2359-53800-0043.fits,164.4138,27.493661,0.045332,E,Mg-I
spec-2365-53739-0349.fits,153.15804,22.291842,0.020568,E,Mg-I
spec-2376-53770-0487.fits,158.95948,20.650955,0.025585,E,Mg-I
spec-2418-53794-0286.fits,119.51835,10.313085,0.04596,E,Mg-I
spec-2418-53794-0312.fits,119.31623,11.046523,0.04637,E,Mg-I
spec-2428-53801-0616.fits,131.92372,13.419121,0.006866,E,Mg-I
spec-2434-53826-0219.fits,135.91611,13.672174,0.029608,E,Mg-I
spec-2439-53795-0298.fits,138.43133,16.862859,0.027207,E,Mg-I
spec-2439-53795-0550.fits,140.14965,18.126312,0.028758,E,Mg-I
spec-2439-53795-0584.fits,140.34621,18.223876,0.028727,E,Mg-I
spec-2479-54174-0119.fits,162.03386,18.188695,0.020024,E,Mg-I
spec-2479-54174-0319.fits,160.52351,18.249395,0.03008,E,Mg-I
spec-2479-54174-0371.fits,160.70193,18.889546,0.047073,E,Mg-I
spec-2479-54174-0405.fits,160.85653,19.060461,0.049088,E,Mg-I
spec-2483-53852-0178.fits,163.30465,16.235038,0.022158,E,Mg-I
spec-2484-54144-0158.fits,163.83755,20.765685,0.032044,E,Mg-I
spec-2487-53852-0062.fits,166.14364,16.061793,0.020976,E,Mg-I
spec-2493-54115-0100.fits,169.52772,23.397323,0.022056,E,Mg-I
spec-2493-54115-0526.fits,169.33954,25.437882,0.022531,E,Mg-I
spec-2501-54084-0442.fits,173.0051,25.644166,0.033571,E,Mg-I
spec-2502-54180-0360.fits,172.30472,19.772514,0.019641,E,Mg-I
spec-2504-54179-0478.fits,173.3753,22.455874,0.037489,E,Mg-I
spec-2506-54179-0049.fits,175.55392,18.40383,0.02332,E,Mg-I
spec-2506-54179-0469.fits,175.7461,20.086876,0.020078,E,Mg-I
spec-2506-54179-0495.fits,175.90412,19.604646,0.021949,E,Mg-I
spec-2506-54179-0513.fits,175.98511,19.894579,0.02102,E,Mg-I
spec-2506-54179-0558.fits,176.27094,19.606347,0.021596,E,Mg-I
spec-2506-54179-0559.fits,176.23733,19.731904,0.025847,E,Mg-I
spec-2506-54179-0624.fits,176.44213,19.773761,0.017954,E,Mg-I
spec-2507-53876-0307.fits,173.989,21.722604,0.036472,E,Mg-I
spec-2509-54180-0213.fits,176.64346,19.110099,0.020392,E,Mg-I
spec-2509-54180-0278.fits,175.8234,19.384029,0.02118,E,Mg-I
spec-2509-54180-0428.fits,176.02277,19.996102,0.018843,E,Mg-I
spec-2509-54180-0519.fits,176.77332,19.837185,0.01943,E,Mg-I
spec-2512-53877-0133.fits,178.58363,16.241683,0.022751,E,Mg-I
spec-2515-54180-0392.fits,177.67303,20.015197,0.020364,E,Mg-I
spec-2521-54538-0582.fits,240.37727,15.503911,0.035297,E,Mg-I
spec-2526-54582-0180.fits,242.1365,9.6067236,0.033898,E,Mg-I
spec-2528-54571-0220.fits,243.50413,10.458407,0.041322,E,Mg-I
spec-2531-54572-0009.fits,246.50351,9.397268,0.032849,E,Mg-I
spec-2586-54169-0148.fits,151.69939,14.314162,0.029777,E,Mg-I
spec-2587-54138-0033.fits,154.16803,16.971543,0.027366,E,Mg-I
spec-2589-54174-0028.fits,156.29793,17.255562,0.044699,E,Mg-I
spec-2589-54174-0076.fits,156.40342,17.080699,0.044494,E,Mg-I
spec-2590-54175-0461.fits,155.61891,15.7539,0.044405,E,Mg-I
spec-2591-54140-0470.fits,156.80933,18.082926,0.041687,E,Mg-I
spec-2601-54144-0141.fits,192.27541,17.025818,0.022097,E,Mg-I
spec-2604-54484-0487.fits,198.73864,17.225155,0.023097,E,Mg-I
spec-2605-54484-0074.fits,201.67018,16.873814,0.027482,E,Mg-I
spec-2607-54184-0233.fits,204.40623,15.972234,0.025874,E,Mg-I
spec-2607-54184-0368.fits,204.22696,17.400034,0.023153,E,Mg-I
spec-2608-54474-0506.fits,181.03923,20.347951,0.024542,E,Mg-I
spec-2609-54476-0422.fits,181.40597,20.555709,0.024102,E,Mg-I
spec-2611-54477-0254.fits,185.17005,19.106785,0.045011,E,Mg-I
spec-2642-54232-0015.fits,205.89614,18.056587,0.02628,E,Mg-I
spec-2643-54208-0014.fits,181.31358,21.214435,0.022563,E,Mg-I
spec-2651-54507-0609.fits,199.96471,22.999886,0.02297,E,Mg-I
spec-2653-54230-0567.fits,203.73864,22.583079,0.031725,E,Mg-I
spec-2654-54231-0521.fits,205.72789,22.145187,0.027557,E,Mg-I
spec-2654-54231-0604.fits,206.51472,22.118837,0.027667,E,Mg-I
spec-2655-54184-0085.fits,180.6105,23.818845,0.022312,E,Mg-I
spec-2655-54184-0145.fits,180.54513,24.300301,0.043896,E,Mg-I
spec-2655-54184-0428.fits,179.87356,25.468811,0.045594,E,Mg-I
spec-2656-54484-0470.fits,182.02106,25.590256,0.021938,E,Mg-I
spec-2656-54484-0498.fits,182.03787,25.07888,0.024113,E,Mg-I
spec-2656-54484-0499.fits,182.02315,25.237317,0.022527,E,Mg-I
spec-2657-54502-0122.fits,183.81621,23.958173,0.022267,E,Mg-I
spec-2666-54230-0062.fits,206.62656,23.09719,0.02999,E,Mg-I
spec-2666-54230-0072.fits,206.55292,23.053841,0.026861,E,Mg-I
spec-2750-54242-0280.fits,221.66294,13.676267,0.030366,E,Mg-I
spec-2757-54509-0281.fits,209.62228,17.391919,0.026302,E,Mg-I
spec-2758-54523-0274.fits,212.26643,17.76621,0.016138,E,Mg-I
spec-2762-54533-0006.fits,221.11249,15.480909,0.049595,E,Mg-I
spec-2763-54507-0493.fits,222.23748,16.15362,0.039086,E,Mg-I
spec-2769-54527-0630.fits,208.68986,21.829907,0.027858,E,Mg-I
spec-2771-54527-0460.fits,211.31988,21.044277,0.027975,E,Mg-I
spec-2772-54529-0495.fits,213.28597,20.416274,0.016724,E,Mg-I
spec-2776-54554-0239.fits,220.41995,18.557213,0.03065,E,Mg-I
spec-2779-54540-0189.fits,225.87154,17.114428,0.020955,E,Mg-I
spec-2781-54266-0549.fits,231.6962,16.557763,0.043693,E,Mg-I
spec-2783-54524-0350.fits,207.14852,24.015089,0.023266,E,Mg-I
spec-2787-54552-0145.fits,216.63302,21.557159,0.030588,E,Mg-I
spec-2792-54556-0156.fits,227.09986,19.208113,0.021086,E,Mg-I
spec-2880-54509-0547.fits,186.5655,5.4765029,0.013871,E,Mg-I
spec-2956-54525-0543.fits,149.1788,46.461159,0.015978,E,Mg-I
spec-2972-54586-0523.fits,257.64035,36.303424,0.027273,E,Mg-I
spec-0276-51909-0588.fits,164.38811,0.43770863,0.026085,Ir,H-α
spec-0286-51999-0420.fits,181.05224,0.80257168,0.009788,Ir,H-α
spec-0287-52023-0497.fits,183.25125,0.043752428,0.020977,Ir,H-α
spec-0291-51928-0233.fits,190.61562,0.048208922,0.005102,Ir,H-α
spec-0303-51615-0535.fits,214.14782,0.8866447,0.025487,Ir,H-α
spec-0304-51609-0392.fits,214.59861,0.73214547,0.025625,Ir,H-α
spec-0309-51666-0456.fits,223.49681,0.83222382,0.04279,Ir,H-α
spec-0330-52370-0352.fits,177.04433,-1.9891875,0.005139,Ir,H-α
spec-0334-51993-0487.fits,187.23489,-1.9163333,0.041471,Ir,H-α
spec-0335-52000-0505.fits,189.9505,-1.7710901,0.014196,Ir,H-α
spec-0339-51692-0533.fits,196.70401,-1.2899269,0.027554,Ir,H-α
spec-0350-51691-0337.fits,255.79361,65.571543,0.026339,Ir,H-α
spec-0355-51788-0493.fits,258.72473,57.462503,0.029753,Ir,H-α
spec-0359-51821-0432.fits,260.19146,53.767236,0.027246,Ir,H-α
spec-0373-51788-0131.fits,331.69223,-0.68814175,0.029348,Ir,H-α
spec-0381-51811-0004.fits,348.1527,-1.1868947,0.026181,Ir,H-α
spec-0381-51811-0452.fits,347.34552,1.0006154,0.015335,Ir,H-α
spec-0384-51821-0215.fits,353.10525,-0.8470336,0.017562,Ir,H-α
spec-0384-51821-0295.fits,352.53242,-0.98331017,0.034311,Ir,H-α
spec-0385-51877-0341.fits,354.19518,0.62346769,0.008805,Ir,H-α
spec-0386-51788-0030.fits,359.03825,-0.40796487,0.025594,Ir,H-α
spec-0395-51783-0413.fits,14.485733,0.86919691,0.007609,Ir,H-α
spec-0398-51789-0349.fits,18.481474,0.56741797,0.041846,Ir,H-α
spec-0403-51871-0111.fits,29.799931,-0.2793011,0.040514,Ir,H-α
spec-0416-51885-0544.fits,55.977686,0.45911007,0.037091,Ir,H-α
spec-0433-51873-0317.fits,114.89379,38.028179,0.011675,Ir,H-α
spec-0433-51873-0357.fits,115.47826,38.49826,0.011699,Ir,H-α
spec-0439-51877-0411.fits,122.1337,45.601097,0.046756,Ir,H-α
spec-0445-51873-0619.fits,131.51341,51.201547,0.04542,Ir,H-α
spec-0448-51900-0061.fits,134.39901,55.559253,0.038157,Ir,H-α
spec-0474-52000-0325.fits,140.19243,0.60474228,0.023783,Ir,H-α
spec-0493-51957-0485.fits,182.54778,68.082983,0.02252,Ir,H-α
spec-0496-51973-0127.fits,201.19447,65.432464,0.033447,Ir,H-α
spec-0499-51988-0496.fits,217.15651,64.664453,0.03681,Ir,H-α
spec-0510-52381-0010.fits,169.6189,1.6640117,0.022772,Ir,H-α
spec-0512-51992-0418.fits,171.88942,2.9975864,0.049694,Ir,H-α
spec-0516-52017-0049.fits,180.92611,1.4573291,0.020831,Ir,H-α
spec-0519-52283-0163.fits,185.84759,1.8151864,0.006295,Ir,H-α
spec-0525-52295-0065.fits,198.90802,1.7755118,0.036875,Ir,H-α
spec-0525-52295-0545.fits,198.64208,3.0413512,0.02139,Ir,H-α
spec-0530-52026-0426.fits,207.15955,2.8186309,0.028365,Ir,H-α
spec-0535-51999-0525.fits,217.69098,2.9261868,0.025956,Ir,H-α
spec-0536-52024-0056.fits,220.18235,1.0337562,0.034372,Ir,H-α
spec-0539-52017-0579.fits,226.16893,2.5545618,0.042529,Ir,H-α
spec-0552-51992-0021.fits,137.28131,50.840365,0.02695,Ir,H-α
spec-0559-52316-0227.fits,154.62087,58.869611,0.044844,Ir,H-α
spec-0560-52296-0460.fits,158.3434,60.503971,0.023175,Ir,H-α
spec-0565-52225-0030.fits,135.2078,2.8907064,0.015555,Ir,H-α
spec-0576-52325-0332.fits,156.47927,5.3775108,0.041822,Ir,H-α
spec-0577-52367-0462.fits,159.12759,5.0173239,0.013073,Ir,H-α
spec-0581-52356-0222.fits,166.38688,4.197879,0.021005,Ir,H-α
spec-0586-52023-0129.fits,219.61443,3.274968,0.027871,Ir,H-α
spec-0591-52022-0268.fits,228.84315,2.9628613,0.03697,Ir,H-α
spec-0592-52025-0374.fits,230.38222,3.6143909,0.036301,Ir,H-α
spec-0596-52370-0196.fits,168.30252,63.920361,0.034484,Ir,H-α
spec-0597-52059-0218.fits,172.37978,63.235088,0.033119,Ir,H-α
spec-0611-52055-0438.fits,225.01787,61.514885,0.038926,Ir,H-α
spec-0623-52051-0139.fits,244.38441,51.492886,0.036156,Ir,H-α
spec-0755-52235-0263.fits,115.16354,31.101618,0.0418,Ir,H-α
spec-0766-52247-0434.fits,138.21797,50.439269,0.031605,Ir,H-α
spec-0773-52376-0298.fits,158.67089,62.002138,0.030389,Ir,H-α
spec-0786-52319-0261.fits,204.84086,60.292922,0.032997,Ir,H-α
spec-0792-52353-0034.fits,227.01762,55.331646,0.011388,Ir,H-α
spec-0793-52370-0567.fits,228.43819,55.790686,0.011481,Ir,H-α
spec-0832-52312-0597.fits,139.64766,44.596937,0.014213,Ir,H-α
spec-0836-52376-0052.fits,171.53457,4.0623643,0.005079,Ir,H-α
spec-0836-52376-0307.fits,169.53634,4.6161856,0.007808,Ir,H-α
spec-0848-52669-0509.fits,194.21946,4.9578692,0.024502,Ir,H-α
spec-0850-52338-0452.fits,197.75406,5.8345552,0.046362,Ir,H-α
spec-0859-52317-0206.fits,118.84577,27.075014,0.015262,Ir,H-α
spec-0876-52346-0181.fits,162.75416,49.896284,0.022407,Ir,H-α
spec-0877-52353-0083.fits,165.99766,49.810444,0.024315,Ir,H-α
spec-0884-52374-0622.fits,188.22232,52.866735,0.046094,Ir,H-α
spec-0891-52584-0417.fits,120.65773,35.00754,0.029278,Ir,H-α
spec-0892-52378-0427.fits,122.30334,36.247714,0.032037,Ir,H-α
spec-0895-52581-0029.fits,130.07652,40.796462,0.030672,Ir,H-α
spec-0897-52605-0558.fits,135.35177,44.884991,0.036781,Ir,H-α
spec-0903-52385-0267.fits,149.77998,52.233711,0.040388,Ir,H-α
spec-0907-52373-0200.fits,163.6677,55.620231,0.046709,Ir,H-α
spec-0907-52373-0592.fits,165.54506,55.72416,0.02392,Ir,H-α
spec-0938-52708-0226.fits,139.29829,39.922384,0.027954,Ir,H-α
spec-0938-52708-0234.fits,139.30333,39.9062,0.027748,Ir,H-α
spec-0942-52703-0101.fits,150.43387,43.752517,0.017063,Ir,H-α
spec-0949-52427-0575.fits,164.38953,58.818832,0.04663,Ir,H-α
spec-0951-52398-0055.fits,171.07235,58.160528,0.038972,Ir,H-α
spec-0966-52642-0112.fits,173.54406,49.105802,0.034038,Ir,H-α
spec-0974-52427-0551.fits,256.81775,34.822596,0.036686,Ir,H-α
spec-0975-52411-0142.fits,256.87523,30.232445,0.031678,Ir,H-α
spec-0976-52413-0009.fits,258.8079,31.389482,0.023957,Ir,H-α
spec-0993-52710-0029.fits,147.01275,5.7328741,0.020095,Ir,H-α
spec-0999-52636-0532.fits,158.55553,7.5152202,0.022269,Ir,H-α
spec-1003-52641-0374.fits,165.48605,7.9471525,0.033729,Ir,H-α
spec-1020-52721-0318.fits,186.17751,54.744843,0.008316,Ir,H-α
spec-1163-52669-0509.fits,222.97194,54.810663,0.037708,Ir,H-α
spec-1185-52642-0235.fits,125.6679,3.7629272,0.013369,Ir,H-α
spec-1185-52642-0353.fits,125.49185,4.2965512,0.031178,Ir,H-α
spec-1189-52668-0558.fits,133.64196,6.3314429,0.028795,Ir,H-α
spec-1197-52668-0341.fits,126.80754,35.371519,0.037745,Ir,H-α
spec-1204-52669-0052.fits,118.42677,22.949525,0.028589,Ir,H-α
spec-1205-52670-0302.fits,119.77734,25.42661,0.026055,Ir,H-α
spec-1215-52725-0046.fits,145.82599,39.452694,0.04146,Ir,H-α
spec-1216-52709-0420.fits,147.24233,41.445684,0.007471,Ir,H-α
spec-1216-52709-0616.fits,148.38912,41.697209,0.042286,Ir,H-α
spec-1233-52734-0027.fits,190.18436,9.6441215,0.02455,Ir,H-α
spec-1235-52734-0257.fits,147.59243,7.9053375,0.017959,Ir,H-α
spec-1240-52734-0063.fits,160.69639,8.596263,0.046327,Ir,H-α
spec-1271-52974-0521.fits,134.76172,33.206291,0.044246,Ir,H-α
spec-1272-52989-0108.fits,136.85281,33.171081,0.049225,Ir,H-α
spec-1272-52989-0319.fits,134.77579,33.178688,0.044598,Ir,H-α
spec-1276-53035-0604.fits,147.23517,38.837401,0.031011,Ir,H-α
spec-1277-52765-0572.fits,148.88313,39.415437,0.048293,Ir,H-α
spec-1279-52736-0142.fits,192.94616,49.581013,0.031945,Ir,H-α
spec-1288-52731-0569.fits,218.54952,45.98302,0.025165,Ir,H-α
spec-1326-52764-0028.fits,218.60076,52.820251,0.044728,Ir,H-α
spec-1329-52767-0134.fits,225.27558,49.401285,0.026633,Ir,H-α
spec-1330-52822-0553.fits,229.40069,49.007404,0.036825,Ir,H-α
spec-1338-52765-0558.fits,247.93096,36.33592,0.031429,Ir,H-α
spec-1351-52790-0307.fits,222.51751,37.680616,0.028328,Ir,H-α
spec-1355-52823-0374.fits,232.66472,33.92828,0.04816,Ir,H-α
spec-1357-53034-0268.fits,152.26623,40.362466,0.023629,Ir,H-α
spec-1362-53050-0454.fits,163.24166,43.410475,0.025591,Ir,H-α
spec-1366-53063-0055.fits,174.41854,44.391753,0.03382,Ir,H-α
spec-1374-53083-0534.fits,196.1406,45.376628,0.037552,Ir,H-α
spec-1396-53112-0604.fits,220.87971,42.712986,0.018132,Ir,H-α
spec-1426-52993-0121.fits,151.6546,36.254892,0.030329,Ir,H-α
spec-1447-53120-0153.fits,178.98837,42.369165,0.02409,Ir,H-α
spec-1453-53084-0553.fits,188.49844,47.72391,0.028963,Ir,H-α
spec-1454-53090-0394.fits,188.00814,42.547448,0.012793,Ir,H-α
spec-1457-53116-0394.fits,193.03112,48.141921,0.029543,Ir,H-α
spec-1466-53083-0128.fits,208.4248,43.768818,0.033464,Ir,H-α
spec-1578-53496-0383.fits,240.25633,29.224271,0.02155,Ir,H-α
spec-1578-53496-0436.fits,240.36081,29.490209,0.01446,Ir,H-α
spec-1593-52991-0220.fits,141.59124,32.990596,0.045097,Ir,H-α
spec-1594-52992-0609.fits,146.293,35.777607,0.022156,Ir,H-α
spec-1603-53119-0198.fits,165.28136,11.372362,0.032989,Ir,H-α
spec-1609-53142-0046.fits,177.64263,11.171559,0.024525,Ir,H-α
spec-1619-53084-0457.fits,173.63882,8.2498189,0.04141,Ir,H-α
spec-1643-53143-0134.fits,213.77252,35.76536,0.027482,Ir,H-α
spec-1645-53172-0312.fits,217.22026,34.455758,0.033266,Ir,H-α
spec-1645-53172-0433.fits,217.76526,35.521071,0.013565,Ir,H-α
spec-1651-53442-0595.fits,232.31742,30.314655,0.036179,Ir,H-α
spec-1652-53555-0561.fits,233.52039,29.906863,0.036503,Ir,H-α
spec-1672-53460-0420.fits,214.27494,49.579079,0.012863,Ir,H-α
spec-1678-53433-0013.fits,231.63071,41.725203,0.007801,Ir,H-α
spec-1691-53260-0318.fits,251.57939,26.722177,0.035559,Ir,H-α
spec-1695-53473-0633.fits,195.36809,12.563642,0.022103,Ir,H-α
spec-1703-53799-0521.fits,211.22383,12.721693,0.013672,Ir,H-α
spec-1704-53178-0008.fits,212.12852,12.801236,0.022857,Ir,H-α
spec-1711-53535-0549.fits,220.621,10.602716,0.049647,Ir,H-α
spec-1713-53827-0636.fits,223.48537,10.250122,0.047517,Ir,H-α
spec-1723-53905-0373.fits,232.08922,8.8224664,0.034349,Ir,H-α
spec-1723-53905-0610.fits,233.95586,8.9274957,0.043831,Ir,H-α
spec-1746-53062-0153.fits,155.65946,12.881456,0.028708,Ir,H-α
spec-1765-53466-0563.fits,183.11324,16.209209,0.024589,Ir,H-α
spec-1777-53857-0346.fits,206.08335,14.338724,0.040818,Ir,H-α
spec-1781-53297-0228.fits,122.68003,52.52216,0.018935,Ir,H-α
spec-1797-54507-0537.fits,199.36055,8.2030374,0.024043,Ir,H-α
spec-1798-53851-0460.fits,199.73538,10.425816,0.048615,Ir,H-α
spec-1801-54156-0404.fits,203.30362,8.0565444,0.023377,Ir,H-α
spec-1804-53886-0019.fits,207.5096,9.2287317,0.047898,Ir,H-α
spec-1807-54175-0284.fits,208.98495,8.0457417,0.043956,Ir,H-α
spec-1809-53792-0467.fits,211.53916,9.5714418,0.024724,Ir,H-α
spec-1815-53884-0190.fits,225.28107,7.6261686,0.037663,Ir,H-α
spec-1822-53172-0455.fits,238.64428,5.9941837,0.040616,Ir,H-α
spec-1822-53172-0566.fits,239.92193,6.1950579,0.045798,Ir,H-α
spec-1826-53499-0403.fits,214.63621,7.5667458,0.024525,Ir,H-α
spec-1830-54560-0096.fits,223.57926,4.936515,0.021763,Ir,H-α
spec-1834-54562-0391.fits,229.11883,5.7188033,0.034309,Ir,H-α
spec-1835-54563-0042.fits,233.09192,4.6736176,0.041519,Ir,H-α
spec-1840-53472-0292.fits,214.21357,32.802893,0.022316,Ir,H-α
spec-1851-53524-0137.fits,240.63686,22.665357,0.032706,Ir,H-α
spec-1869-53327-0336.fits,117.02272,51.944523,0.019527,Ir,H-α
spec-1872-53386-0546.fits,124.89059,56.637517,0.0457,Ir,H-α
spec-1922-53315-0043.fits,120.6793,18.631916,0.038757,Ir,H-α
spec-1923-53319-0043.fits,121.63155,17.256287,0.045442,Ir,H-α
spec-1927-53321-0628.fits,127.113,21.899016,0.042758,Ir,H-α
spec-1931-53358-0602.fits,132.01476,25.333761,0.00651,Ir,H-α
spec-1937-53388-0336.fits,138.47592,29.179061,0.013571,Ir,H-α
spec-1941-53386-0302.fits,140.58285,31.286303,0.048668,Ir,H-α
spec-1941-53386-0364.fits,141.8332,32.528169,0.041761,Ir,H-α
spec-1942-53415-0549.fits,145.21785,30.938793,0.022038,Ir,H-α
spec-1944-53385-0056.fits,145.04685,27.545156,0.033571,Ir,H-α
spec-1952-53378-0121.fits,152.21751,32.53849,0.019783,Ir,H-α
spec-1971-53472-0351.fits,186.56412,32.419129,0.030614,Ir,H-α
spec-1981-53463-0076.fits,163.72512,29.872087,0.029787,Ir,H-α
spec-1987-53765-0251.fits,191.75902,32.871234,0.022738,Ir,H-α
spec-1993-53762-0567.fits,203.86603,35.436446,0.024724,Ir,H-α
spec-2002-53471-0028.fits,201.14073,28.992864,0.007987,Ir,H-α
spec-2007-53474-0370.fits,161.96646,38.158972,0.037426,Ir,H-α
spec-2011-53499-0623.fits,196.51614,29.709713,0.020307,Ir,H-α
spec-2013-53818-0292.fits,184.77041,31.699108,0.025181,Ir,H-α
spec-2013-53818-0587.fits,186.42386,32.473461,0.030572,Ir,H-α
spec-2015-53819-0364.fits,186.77026,35.268677,0.033369,Ir,H-α
spec-2017-53474-0254.fits,204.80739,27.863831,0.048885,Ir,H-α
spec-2024-53503-0084.fits,207.16874,31.460881,0.026372,Ir,H-α
spec-2026-53711-0601.fits,164.40936,33.149419,0.04219,Ir,H-α
spec-2030-53499-0571.fits,168.6423,38.015139,0.028539,Ir,H-α
spec-2031-53848-0575.fits,194.90388,36.695673,0.015149,Ir,H-α
spec-2033-53476-0358.fits,206.5518,36.426671,0.023457,Ir,H-α
spec-2034-53466-0556.fits,167.6559,35.138579,0.031939,Ir,H-α
spec-2082-53358-0236.fits,123.48397,18.486122,0.017309,Ir,H-α
spec-2083-53359-0391.fits,126.07479,20.51374,0.007226,Ir,H-α
spec-2084-53360-0559.fits,130.90261,22.262011,0.029515,Ir,H-α
spec-2093-53818-0074.fits,199.76184,32.896382,0.026548,Ir,H-α
spec-2096-53446-0010.fits,159.72201,34.60431,0.022187,Ir,H-α
spec-2098-53460-0503.fits,174.54039,33.968077,0.033446,Ir,H-α
spec-2104-53852-0599.fits,200.70277,31.324433,0.023701,Ir,H-α
spec-2108-53473-0405.fits,181.27534,39.236476,0.038269,Ir,H-α
spec-2109-53468-0126.fits,203.78038,31.521727,0.016484,Ir,H-α
spec-2109-53468-0368.fits,203.7907,34.035079,0.023891,Ir,H-α
spec-2117-54115-0460.fits,208.64007,32.870347,0.047931,Ir,H-α
spec-2119-53792-0381.fits,208.90034,25.274344,0.028096,Ir,H-α
spec-2123-53793-0382.fits,210.72225,27.725459,0.039528,Ir,H-α
spec-2128-53800-0612.fits,215.34041,25.061631,0.03877,Ir,H-α
spec-2131-53819-0107.fits,217.0012,25.545779,0.014941,Ir,H-α
spec-2137-54206-0312.fits,218.57142,27.284926,0.01487,Ir,H-α
spec-2160-53885-0482.fits,231.00268,26.276803,0.044843,Ir,H-α
spec-2166-54232-0574.fits,235.41466,21.794188,0.037376,Ir,H-α
spec-2196-53534-0616.fits,241.44586,17.307479,0.036349,Ir,H-α
spec-2198-53918-0138.fits,243.99221,15.155967,0.02988,Ir,H-α
spec-2200-53875-0023.fits,242.95073,16.87426,0.015353,Ir,H-α
spec-2200-53875-0038.fits,242.96543,16.989157,0.035579,Ir,H-α
spec-2203-53915-0270.fits,246.88873,13.26038,0.028717,Ir,H-α
spec-2213-53792-0334.fits,167.21771,29.80123,0.02939,Ir,H-α
spec-2219-53816-0025.fits,174.89231,26.322392,0.022902,Ir,H-α
spec-2221-53792-0613.fits,176.59969,28.046594,0.033457,Ir,H-α
spec-2227-53820-0332.fits,180.22923,28.372223,0.049943,Ir,H-α
spec-2230-53799-0247.fits,183.02046,28.752995,0.022082,Ir,H-α
spec-2235-53847-0617.fits,189.33365,28.147234,0.025318,Ir,H-α
spec-2235-53847-0625.fits,189.48069,27.628197,0.024067,Ir,H-α
spec-2239-53726-0175.fits,192.17812,29.23926,0.02328,Ir,H-α
spec-2245-54208-0594.fits,204.51292,26.338176,0.026146,Ir,H-α
spec-2279-53708-0477.fits,131.68149,17.9953,0.0141,Ir,H-α
spec-2286-53700-0364.fits,136.96061,20.979681,0.009523,Ir,H-α
spec-2288-53699-0003.fits,140.16858,19.337514,0.013984,Ir,H-α
spec-2291-53714-0196.fits,139.92473,24.552451,0.025154,Ir,H-α
spec-2350-53765-0522.fits,155.1366,27.787813,0.049607,Ir,H-α
spec-2351-53772-0011.fits,156.1055,28.297392,0.020421,Ir,H-α
spec-2362-53759-0546.fits,147.5791,20.549807,0.025161,Ir,H-α
spec-2365-53739-0167.fits,154.02827,21.330469,0.037284,Ir,H-α
spec-2375-53770-0039.fits,158.12171,19.964448,0.026083,Ir,H-α
spec-2422-54096-0241.fits,124.76948,11.924075,0.033443,Ir,H-α
spec-2436-54054-0395.fits,136.84706,14.69759,0.027883,Ir,H-α
spec-2480-53851-0038.fits,162.84576,15.983047,0.03296,Ir,H-α
spec-2480-53851-0447.fits,161.3762,17.12996,0.031955,Ir,H-α
spec-2480-53851-0625.fits,163.03938,16.314697,0.04872,Ir,H-α
spec-2493-54115-0402.fits,168.68769,25.217777,0.048236,Ir,H-α
spec-2497-54154-0107.fits,171.91311,23.757936,0.019726,Ir,H-α
