#Wavelength          Flux                Uncertainty          Subtracted Sky
#[Angstrom]   [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A]
4462.72            27.210700                1.717840               3.851038
4463.75            28.014100                1.801445               4.634602
4464.78            27.330800                1.829640               3.931629
4465.81            29.707700                1.531060               6.288855
4466.84            28.630800                1.487412               5.197235
4467.86            24.346600                1.412924               0.891548
4468.89            22.348100                1.360028              -1.106951
4469.92            22.314700                1.344606              -1.149096
4470.95            23.568700                1.387272               0.104906
4471.98            25.180100                1.388115               1.727999
4473.01            25.322100                1.399753               1.869999
4474.04            26.471900                1.392799               3.035664
4475.07            25.795200                1.411322               2.358963
4476.10            24.017400                1.359972               0.581163
4477.13            23.043200                1.376712              -0.393038
4478.16            23.139400                1.406878              -0.293203
4479.20            23.310700                1.459583              -0.102560
4480.23            26.820000                1.550125               3.395672
4481.26            24.629500                1.537654               1.186245
4482.29            24.155600                1.554531               0.691942
4483.32            25.888200                1.540916               2.408195
4484.36            25.385600                1.513369               1.921904
4485.39            24.789800                1.484816               1.310198
4486.42            28.423400                1.523774               4.921860
4487.45            27.608600                1.516651               4.116236
4488.49            26.783100                1.492348               3.290735
4489.52            26.836500                1.475560               3.321491
4490.55            25.876200                1.422426               2.338352
4491.59            25.965800                1.406183               2.427952
4492.62            27.115300                1.431719               3.573074
4493.66            26.127900                1.440236               2.562025
4494.69            25.345300                1.425199               1.752913
4495.73            23.771200                1.397252               0.152189
4496.76            21.949900                1.349437              -1.669111
4497.80            25.528500                1.405559               1.909489
4498.83            26.991900                1.421302               3.367262
4499.87            23.031000                1.370245              -0.601700
4500.91            22.284900                1.371316              -1.375063
4501.94            23.764900                1.369123               0.077686
4502.98            23.730300                1.364493               0.014236
4504.02            26.103300                1.397485               2.356842
4505.05            24.965400                1.389429               1.188454
4506.09            23.142400                1.398647              -0.665321
4507.13            22.514300                1.382193              -1.323195
4508.17            22.339000                1.428850              -1.498493
4509.21            20.903600                1.366488              -2.933893
4510.24            18.268900                1.546715              -5.581036
4511.28            18.073200                1.489903              -5.776735
4512.32            17.960800                1.482403              -5.922216
4513.36            19.374800                1.563952              -4.542898
4514.40            21.655500                1.319815              -2.301029
4515.44            22.604000                1.361990              -1.390329
4516.48            22.448800                1.370218              -1.569492
4517.52            24.225900                1.375432               0.195503
4518.56            23.695700                1.395430              -0.334698
4519.60            22.828100                1.383865              -1.238825
4520.64            23.095500                1.411927              -1.007462
4521.68            23.578500                1.433088              -0.561359
4522.72            23.170600                1.402962              -1.006485
4523.76            23.721000                1.341238              -0.494082
4524.81            23.689200                1.334044              -0.546724
4525.85            24.565100                1.325405               0.329176
4526.89            24.776900                1.347930               0.522799
4527.93            23.326600                1.319331              -0.947678
4528.98            23.660600                1.327491              -0.632875
4530.02            23.415700                1.337256              -0.897152
4531.06            22.361900                1.333913              -1.969334
4532.11            21.478900                1.353786              -2.870962
4533.15            21.056200                1.375178              -3.313648
4534.19            21.439900                1.389446              -2.929949
4535.24            23.055500                1.365398              -1.333256
4536.28            22.517200                1.326663              -1.892948
4537.33            23.540000                1.334828              -0.890533
4538.37            25.184800                1.388945               0.734406
4539.42            24.854300                1.434086               0.382696
4540.46            24.124800                1.443219              -0.389015
4541.51            27.066600                1.466784               2.538122
4542.55            21.644700                1.336180              -2.927032
4543.60            24.393200                1.391514              -0.203510
4544.65            22.720900                1.347988              -1.922173
4545.69            21.426400                1.467041              -3.216673
4546.74            26.795100                1.541044               2.143414
4547.79            22.936900                1.486188              -1.729210
4548.83            26.335000                1.417362               1.638086
4549.88            25.364700                1.363175               0.638905
4550.93            23.326100                1.315814              -1.452755
4551.98            23.142400                1.315677              -1.672998
4553.02            23.770300                1.350410              -1.089668
4554.07            24.320400                1.379969              -0.578636
4555.12            23.311100                1.353430              -1.593731
4556.17            25.976000                1.381185               1.064919
4557.22            25.728000                1.390870               0.824026
4558.27            23.602300                1.371878              -1.311567
4559.32            23.977200                1.371750              -0.936668
4560.37            23.987500                1.367282              -0.904888
4561.42            24.818400                1.374818              -0.065269
4562.47            23.560100                1.343972              -1.304701
4563.52            21.992800                1.294954              -2.872025
4564.57            22.259700                1.325253              -2.625280
4565.62            24.880400                1.408642              -0.022917
4566.67            27.660000                1.474301               2.738321
4567.73            24.821500                1.450757              -0.121147
4568.78            24.908400                1.415939              -0.034248
4569.83            25.089300                1.385523               0.126745
4570.88            23.272000                1.368178              -1.711790
4571.93            22.671200                1.368833              -2.331673
4572.99            26.444500                1.443428               1.422348
4574.04            25.507600                1.409645               0.484177
4575.09            26.676000                1.486170               1.652576
4576.15            27.257500                1.396813               2.234076
4577.20            26.261600                1.408487               1.198479
4578.26            24.991000                1.381665              -0.111458
4579.31            23.599700                1.367736              -1.520161
4580.36            26.705000                1.436110               1.585138
4581.42            25.774100                1.410797               0.662165
4582.47            23.394400                1.330887              -1.756441
4583.53            22.964600                1.310135              -2.186241
4584.58            23.417800                1.320715              -1.745054
4585.64            21.801300                1.298474              -3.349522
4586.70            22.937200                1.303890              -2.213621
4587.75            22.525500                1.284101              -2.625322
4588.81            22.971700                1.336176              -2.179121
4589.87            23.563000                1.347288              -1.587822
4590.92            22.694100                1.318440              -2.456722
4591.98            23.465000                1.299797              -1.685822
4593.04            24.993000                1.297461              -0.157822
4594.10            23.716200                1.291108              -1.447691
4595.15            23.247000                1.304998              -1.956583
4596.21            25.320200                1.400151               0.107876
4597.27            26.319100                1.449546               1.146496
4598.33            22.863200                1.418631              -2.349125
4599.39            27.267900                1.415220               2.016756
4600.45            26.605700                1.374724               1.317314
4601.51            26.487600                1.336264               1.162937
4602.57            27.754200                1.344918               2.437429
4603.63            27.262000                1.363243               1.907099
4604.69            28.017700                1.411308               2.655518
4605.75            26.513300                1.436593               1.151117
4606.81            27.435000                1.427815               2.047918
4607.87            26.056900                1.391324               0.638319
4608.93            23.577500                1.293598              -1.872847
4609.99            24.201100                1.326958              -1.281746
4611.05            25.719000                1.338893               0.199852
4612.11            27.081700                1.375620               1.526197
4613.18            26.641900                1.363245               1.053320
4614.24            26.410300                1.336815               0.817801
4615.30            27.277800                1.366625               1.661633
4616.36            27.588300                1.397497               1.938833
4617.43            25.619400                1.384073              -0.064236
4618.49            25.492000                1.347633              -0.197958
4619.55            25.854200                1.341619               0.130215
4620.62            26.210800                1.319281               0.486814
4621.68            26.707200                1.326880               0.949383
4622.75            26.793500                1.333983               1.002626
4623.81            25.256400                1.328522              -0.534475
4624.88            23.908000                1.315932              -1.913452
4625.94            23.428000                1.309258              -2.423063
4627.01            25.574200                1.331327              -0.276863
4628.07            27.739000                1.356232               1.858154
4629.14            27.081200                1.320798               1.170938
4630.20            26.312500                1.310093               0.397053
4631.27            25.996800                1.333638               0.081352
4632.34            26.833600                1.323771               0.917021
4633.40            27.100600                1.339501               1.157356
4634.47            26.721100                1.331677               0.750727
4635.54            27.252400                1.356491               1.282026
4636.60            29.058500                1.388078               3.088127
4637.67            29.003400                1.403721               3.033028
4638.74            27.491600                1.384561               1.495483
4639.81            26.924600                1.363399               0.901999
4640.88            27.479700                1.357507               1.459103
4641.95            27.719300                1.354431               1.672337
4643.01            27.302100                1.358379               1.250319
4644.08            27.360200                1.348639               1.308420
4645.15            25.907300                1.336236              -0.171557
4646.22            25.869400                1.305893              -0.209457
4647.29            26.913400                1.306373               0.808235
4648.36            26.729200                1.284624               0.599796
4649.43            26.305100                1.295766               0.158567
4650.50            27.009000                1.316631               0.837389
4651.57            26.257300                1.330705               0.085688
4652.65            25.776400                1.336540              -0.421581
4653.72            25.581700                1.339892              -0.641146
4654.79            24.862500                1.347629              -1.386045
4655.86            25.223500                1.370932              -1.050596
4656.93            25.927500                1.372207              -0.371374
4658.01            25.394000                1.342570              -0.929245
4659.08            24.656600                1.316446              -1.666643
4660.15            24.242400                1.290568              -2.105595
4661.22            24.119100                1.298158              -2.253489
4662.30            24.475200                1.292654              -1.922220
4663.37            23.476100                1.319699              -2.945496
4664.45            24.561100                1.300939              -1.869745
4665.52            23.969000                1.286930              -2.486589
4666.59            24.865700                1.296564              -1.594393
4667.67            28.740000                1.338440               2.305798
4668.74            25.837800                1.303142              -0.612747
4669.82            26.738500                1.326464               0.261862
4670.89            27.615600                1.358057               1.133005
4671.97            27.031800                1.354519               0.522324
4673.05            26.546600                1.361655               0.010151
4674.12            27.017800                1.351688               0.455530
4675.20            26.344800                1.343666              -0.217468
4676.27            25.002600                1.314090              -1.585524
4677.35            25.868400                1.338611              -0.742930
4678.43            26.753500                1.361857               0.118713
4679.51            25.983800                1.338471              -0.675501
4680.58            24.999200                1.305198              -1.683657
4681.66            25.854900                1.320552              -0.827957
4682.74            23.224500                1.300253              -3.480568
4683.82            26.960700                1.397446               0.255630
4684.90            28.748900                1.396015               2.043831
4685.98            26.940900                1.336626               0.213314
4687.05            26.768200                1.304493               0.017326
4688.13            27.506600                1.315319               0.754170
4689.21            27.778000                1.341960               1.034342
4690.29            28.437800                1.381933               1.678375
4691.37            28.098500                1.371090               1.362957
4692.45            27.662100                1.380669               0.950113
4693.53            28.859400                1.389681               2.172400
4694.62            29.726900                1.380877               3.048151
4695.70            26.205600                1.308691              -0.447145
4696.78            24.001300                1.257415              -2.677448
4697.86            26.540200                1.288212              -0.164028
4698.94            28.358200                1.319898               1.628967
4700.02            26.223100                1.293946              -0.481152
4701.11            28.394700                1.311522               1.676550
4702.19            26.696000                1.304780              -0.044083
4703.27            24.926000                1.266976              -1.787020
4704.35            24.494600                1.278942              -2.218420
4705.44            25.698200                1.274707              -1.041882
4706.52            27.700800                1.324185               0.933222
4707.60            28.055100                1.336694               1.266041
4708.69            28.262900                1.361117               1.464071
4709.77            27.483800                1.334956               0.673346
4710.86            26.104200                1.310936              -0.734735
4711.94            25.053400                1.249322              -1.785536
4713.03            25.801800                1.276914              -1.037136
4714.11            28.948800                1.315501               2.109863
4715.20            28.123900                1.312448               1.308256
4716.28            25.233100                1.280654              -1.582317
4717.37            24.192300                1.277670              -2.653330
4718.46            26.316200                1.317292              -0.513416
4719.54            28.018000                1.328472               1.189838
4720.63            25.122200                1.317470              -1.691908
4721.72            30.652900                1.395048               3.835526
4722.80            26.380700                1.342244              -0.402761
4723.89            24.709100                1.332260              -2.074360
4724.98            27.134100                1.348757               0.349281
4726.07            25.512100                1.330830              -1.272718
4727.16            25.103500                1.305059              -1.681318
4728.25            25.406500                1.298754              -1.380079
4729.33            26.644300                1.325559              -0.142603
4730.42            26.575500                1.328846              -0.215866
4731.51            25.121800                1.323030              -1.682861
4732.60            25.247200                1.329386              -1.581776
4733.69            28.602800                1.386806               1.735800
4734.78            26.840900                1.671106              -0.041838
4735.87            26.413400                1.686381              -0.507736
4736.96            27.713300                1.393632               0.754686
4738.05            27.591300                1.386748               0.594238
4739.15            25.312900                1.364029              -1.722507
4740.24            25.380500                1.363522              -1.692905
4741.33            28.368000                1.407654               1.260479
4742.42            28.581100                1.446292               1.439093
4743.51            28.998600                1.445037               1.856592
4744.60            28.083900                1.406624               0.908064
4745.70            24.960000                1.318698              -2.248669
4746.79            27.572600                1.354077               0.362206
4747.88            27.164600                1.674624              -0.076838
4748.98            27.967000                1.740297               0.694471
4750.07            29.501700                1.549131               2.260262
4751.16            29.806300                1.412205               2.533772
4752.26            28.454300                1.391123               1.181772
4753.35            27.082500                1.346238              -0.162088
4754.45            27.496900                1.356770               0.263143
4755.54            28.068200                1.343935               0.834442
4756.64            27.597800                1.351691               0.341555
4757.73            28.442200                1.341599               1.185955
4758.83            29.908900                1.352622               2.652655
4759.92            25.620600                1.305096              -1.632124
4761.02            29.889600                1.348558               2.636877
4762.12            29.432700                1.352053               2.179976
4763.21            27.577100                1.327761               0.324377
4764.31            28.937800                1.330579               1.685076
4765.41            30.125000                1.338902               2.884703
4766.50            25.586100                1.280674              -1.649746
4767.60            29.040000                1.297157               1.773151
4768.70            28.753900                1.344847               1.478294
4769.80            29.111200                1.338119               1.875526
4770.90            28.838400                1.350450               1.641375
4772.00            25.442700                1.273118              -1.754326
4773.09            28.197800                1.292922               1.030849
4774.19            25.722700                1.258919              -1.406515
4775.29            25.378800                1.245407              -1.791180
4776.39            27.506600                1.297691               0.299278
4777.49            28.037100                1.311522               0.829779
4778.59            26.241000                1.288253              -0.925560
4779.69            27.007900                1.276656              -0.199421
4780.79            24.200300                1.209705              -2.966259
4781.89            24.381100                1.245262              -2.778978
4783.00            24.545000                1.249328              -2.656639
4784.10            23.556400                1.236167              -3.645239
4785.20            24.833000                1.238696              -2.327509
4786.30            29.245200                1.278873               2.127760
4787.40            27.813500                1.253705               0.736740
4788.51            26.028900                1.248485              -1.010948
4789.61            27.177200                1.277225               0.137352
4790.71            27.729300                1.301667               0.647699
4791.81            25.673500                1.278449              -1.366348
4792.92            27.714900                1.298020               0.717630
4794.02            28.228400                1.330240               1.231131
4795.13            27.014000                1.309209               0.016731
4796.23            27.029600                1.289712               0.030239
4797.33            28.661500                1.281235               1.703844
4798.44            28.405800                1.287584               1.436487
4799.54            23.831200                1.208222              -3.138113
4800.65            26.062700                1.236307              -0.931482
4801.76            25.178000                1.209926              -1.791332
4802.86            25.879100                1.242971              -1.131071
4803.97            27.483000                1.219969               0.472828
4805.07            26.027900                1.222780              -1.007015
4806.18            27.052600                1.231466              -0.016067
4807.29            25.857100                1.233490              -1.207052
4808.39            28.026600                1.284016               0.921768
4809.50            28.345800                1.278235               1.281649
4810.61            26.969400                1.283578              -0.121763
4811.72            28.091900                1.283930               1.000736
4812.82            29.035400                1.293450               1.986856
4813.93            29.449000                1.282215               2.442144
4815.04            27.371000                1.243673               0.349224
4816.15            26.388300                1.233475              -0.660086
4817.26            27.624200                1.254533               0.617449
4818.37            28.927700                1.282801               1.964979
4819.48            29.185700                1.299209               2.267061
4820.59            29.282600                1.313097               2.363962
4821.70            28.864400                1.310658               1.977903
4822.81            28.908100                1.363838               2.008938
4823.92            28.725500                1.343953               1.868286
4825.03            27.928500                1.289102               1.113237
4826.14            28.665100                1.269722               1.891470
4827.25            26.531200                1.237937              -0.211260
4828.36            29.079900                1.273770               2.380445
4829.48            28.802600                1.261800               2.138973
4830.59            26.749500                1.237624               0.126591
4831.70            27.857600                1.261591               1.276579
4832.81            25.202500                1.249716              -1.350044
4833.93            28.632800                1.284161               2.080256
4835.04            26.209800                1.248298              -0.304791
4836.15            24.698600                1.188077              -1.778532
4837.27            25.479500                1.234019              -0.960421
4838.38            23.726500                1.173020              -2.673967
4839.49            23.070000                1.200984              -3.337969
4840.61            24.583200                1.252497              -1.824768
4841.72            26.508100                1.280864               0.120043
4842.84            25.827400                1.243976              -0.528345
4843.95            23.739500                1.171325              -2.648558
4845.07            23.937200                1.174282              -2.450857
4846.19            26.464300                1.205179               0.040678
4847.30            26.802900                1.269380               0.342625
4848.42            28.038700                1.301500               1.589849
4849.53            28.400400                1.260087               1.986778
4850.65            26.444500                1.216586               0.039463
4851.77            24.960200                1.203600              -1.444838
4852.89            28.116400                1.245318               1.675800
4854.00            26.729800                1.251285               0.289200
4855.12            27.747400                1.314608               1.306801
4856.24            27.623100                1.311457               1.176334
4857.36            25.233100                1.273258              -1.204887
4858.48            25.569200                1.247798              -0.868788
4859.59            30.324800                1.290230               3.885536
4860.71            25.548900                1.193464              -0.881374
4861.83            25.050400                1.193949              -1.379875
4862.95            26.382300                1.222350              -0.047976
4864.07            25.422900                1.201880              -1.007376
4865.19            24.024400                1.188205              -2.398645
4866.31            25.126600                1.216903              -1.268497
4867.43            24.014700                1.246717              -2.352612
4868.55            25.474700                1.278673              -0.892610
4869.68            25.903400                1.268810              -0.470396
4870.80            25.177800                1.234727              -1.224072
4871.92            25.606300                1.203409              -0.795570
4873.04            24.400300                1.195121              -1.997944
4874.16            26.449000                1.223416               0.022913
4875.28            25.809800                1.214295              -0.616287
4876.41            26.726300                1.247180               0.300213
4877.53            27.134700                1.264237               0.736458
4878.65            24.495600                1.247614              -1.874319
4879.78            28.375800                1.279647               2.005880
4880.90            26.364200                1.263240               0.021891
4882.03            27.162100                1.262553               0.819790
4883.15            27.705800                1.275009               1.363489
4884.27            25.770000                1.325176              -0.554485
4885.40            24.953000                1.334250              -1.343351
4886.52            27.712700                1.306896               1.437046
4887.65            26.209900                1.301687              -0.065754
4888.77            26.018200                1.271759              -0.257454
4889.90            26.358900                1.258109               0.083246
4891.03            26.815100                1.243058               0.539446
4892.15            27.159900                1.248539               0.884247
4893.28            24.334100                1.207032              -1.941553
4894.41            26.373900                1.240544               0.123358
4895.53            25.585300                1.221437              -0.656948
4896.66            26.638800                1.250188               0.426207
4897.79            27.894800                1.238410               1.710140
4898.92            25.017100                1.230914              -1.195494
4900.04            25.808400                1.218548              -0.404194
4901.17            25.639500                1.217722              -0.557095
4902.30            23.517300                1.216912              -2.712160
4903.43            22.895100                1.234538              -3.334360
4904.56            24.189200                1.266416              -2.069189
4905.69            25.347200                1.291999              -0.911188
4906.82            26.365800                1.301683               0.133703
4907.95            25.509500                1.267488              -0.731569
4909.08            26.009200                1.255891              -0.259808
4910.21            25.942700                1.238501              -0.356571
4911.34            25.145100                1.226845              -1.131493
4912.47            26.145200                1.242818              -0.131391
4913.60            28.649900                1.268415               2.373308
4914.73            26.431800                1.242795               0.146746
4915.87            27.397400                1.249343               1.080460
4917.00            27.778300                1.242350               1.462524
4918.13            27.096200                1.235279               0.780426
4919.26            28.145100                1.256512               1.860044
4920.40            26.699400                1.200903               0.383625
4921.53            23.695300                1.162083              -2.620476
4922.66            25.935700                1.164793              -0.380076
4923.80            27.541800                1.217150               1.197027
4924.93            25.187000                1.155128              -1.186676
4926.06            23.213700                1.143627              -3.173765
4927.20            26.184700                1.184042              -0.232340
4928.33            26.732400                1.202742               0.285307
4929.47            27.788500                1.222745               1.326075
4930.60            26.578200                1.212781               0.104246
4931.74            25.068900                1.201481              -1.421083
4932.87            27.489800                1.231972               0.983402
4934.01            29.180700                1.244977               2.664030
4935.15            26.568800                1.196365               0.036320
4936.28            26.033700                1.162578              -0.499611
4937.42            26.035100                1.184295              -0.505995
4938.56            26.224800                1.188748              -0.299324
4939.69            27.032200                1.201671               0.491104
4940.83            24.685700                1.182048              -1.838425
4941.97            26.639100                1.201810               0.106979
4943.11            28.741800                1.240530               2.224575
4944.25            27.623800                1.207313               1.125177
4945.38            25.237800                1.167824              -1.294319
4946.52            25.440200                1.165280              -1.077024
4947.66            26.915100                1.187794               0.380802
4948.80            24.224600                1.176335              -2.324478
4949.94            27.115000                1.182118               0.555357
4951.08            27.047000                1.182750               0.487053
4952.22            24.183900                1.155540              -2.376047
4953.36            26.121400                1.217557              -0.475813
4954.50            27.252100                1.258914               0.628130
4955.64            27.511000                1.254554               0.871679
4956.78            27.366500                1.225564               0.727181
4957.93            27.288400                1.197976               0.609163
4959.07            27.411000                1.186957               0.694950
4960.21            27.380000                1.173615               0.627205
4961.35            26.370800                1.163334              -0.416172
4962.49            23.951100                1.135882              -2.865173
4963.64            24.849500                1.179018              -1.983673
4964.78            26.943300                1.219361               0.110127
4965.92            27.175000                1.229946               0.341826
4967.07            25.674900                1.171186              -1.174353
4968.21            25.528900                1.162652              -1.320353
4969.35            26.676100                1.193704              -0.173153
4970.50            25.710200                1.171524              -1.139053
4971.64            25.107400                1.215407              -1.741852
4972.79            26.109800                1.214972              -0.714062
4973.93            27.133800                1.212672               0.335983
4975.08            27.377900                1.209034               0.605827
4976.22            27.028400                1.197688               0.287273
4977.37            26.855500                1.238213               0.096094
4978.52            26.855500                1.242051               0.066471
4979.66            26.714000                1.290053              -0.073832
4980.81            26.649300                1.266715              -0.166668
4981.96            27.374900                1.283726               0.534363
4983.10            26.683000                1.257028              -0.177969
4984.25            25.991500                1.222909              -0.889131
4985.40            26.820600                1.231450              -0.060020
4986.55            27.622900                1.248226               0.738348
4987.70            26.727600                1.251913              -0.179703
4988.84            27.098900                1.265882               0.214348
4989.99            28.309500                1.285702               1.424948
4991.14            31.707400                1.309647               4.822847
4992.29            31.224000                1.284883               4.316698
4993.44            29.432600                1.260846               2.504292
4994.59            31.613700                1.291851               4.701654
4995.74            30.102300                1.292652               3.190254
4996.89            33.216000                1.307940               6.303953
4998.04            34.011100                1.325883               7.120062
4999.19            35.579300                1.344651               8.688261
5000.35            40.836300                1.439631              13.945260
5001.50            45.630100                1.509075              18.753570
5002.65            42.130800                1.461381              15.254260
5003.80            34.245000                1.342512               7.368465
5004.95            30.069700                1.271098               3.192972
5006.11            29.969300                1.283153               3.092571
5007.26            29.877500                1.299423               3.024149
5008.41            28.550400                1.268249               1.720749
5009.56            30.828300                1.275781               4.022345
5010.72            28.026900                1.218781               1.254271
5011.87            27.243900                1.182310               0.509109
5013.03            27.471300                1.177312               0.780424
5014.18            27.699600                1.183584               0.972946
5015.34            28.530000                1.199070               1.778734
5016.49            27.406800                1.211645               0.699451
5017.65            27.488200                1.218152               0.832025
5018.80            27.721600                1.192843               1.014252
5019.96            27.534700                1.170541               0.781378
5021.11            26.882400                1.161839               0.156296
5022.27            25.731000                1.169533              -1.047977
5023.43            24.669700                1.291447              -2.135721
5024.58            26.928600                1.215225               0.123178
5025.74            26.471400                1.168373              -0.307579
5026.90            25.546900                1.156816              -1.196020
5028.05            24.858600                1.114612              -1.840788
5029.21            23.072000                1.108635              -3.636011
5030.37            23.609000                1.108762              -3.065199
5031.53            24.210100                1.113663              -2.424984
5032.69            26.067200                1.132852              -0.525700
5033.85            27.050100                1.156207               0.457201
5035.01            27.004600                1.150123               0.398558
5036.17            27.871600                1.167723               1.265556
5037.33            28.785700                1.171798               2.156857
5038.49            26.976200                1.150772               0.369139
5039.65            27.656900                1.180267               1.085825
5040.81            27.046800                1.167932               0.501316
5041.97            26.739000                1.168322               0.166948
5043.13            29.447200                1.168307               2.875149
5044.29            25.707900                1.130151              -0.864153
5045.45            26.052000                1.126078              -0.520052
5046.61            28.500300                1.165782               1.928247
5047.78            28.725200                1.181697               2.153149
5048.94            26.772000                1.165991               0.199947
5050.10            25.941900                1.153680              -0.630152
5051.26            26.667600                1.152266               0.095549
5052.43            24.044500                1.147910              -2.527552
5053.59            24.783500                1.169081              -1.788551
5054.75            25.780300                1.178976              -0.791752
5055.92            26.060300                1.169652              -0.511751
5057.08            27.398600                1.167860               0.855415
5058.25            25.997400                1.142302              -0.514055
5059.41            26.240600                1.125563              -0.239960
5060.58            24.284900                1.114523              -2.161196
5061.74            23.573600                1.087694              -2.844934
5062.91            24.202200                1.107404              -2.180655
5064.07            23.546700                1.106015              -2.812523
5065.24            25.339200                1.138037              -0.953733
5066.41            26.634400                1.149194               0.403267
5067.57            25.718000                1.153168              -0.526375
5068.74            26.092400                1.131758              -0.209227
5069.91            27.868600                1.175477               1.566975
5071.07            27.630900                1.181749               1.306732
5072.24            26.101700                1.177526              -0.281776
5073.41            28.514200                1.204115               2.061800
5074.58            28.017800                1.188683               1.494436
5075.75            26.246100                1.144076              -0.277264
5076.92            25.477800                1.129134              -1.045563
5078.09            25.930100                1.140932              -0.527708
5079.25            28.140700                1.185070               1.682892
5080.42            24.196500                1.123488              -2.216700
5081.59            23.530200                1.127933              -2.826368
5082.76            25.845800                1.149877              -0.453968
5083.94            27.978300                1.223022               1.735785
5085.11            28.731600                1.236648               2.544931
5086.28            27.740300                1.224568               1.611340
5087.45            26.741900                1.190834               0.612940
5088.62            26.142500                1.179053               0.023701
5089.79            26.944000                1.169542               0.867968
5090.96            28.634400                1.199387               2.597183
5092.14            29.464200                1.207409               3.401632
5093.31            29.196600                1.195416               3.178040
5094.48            29.259900                1.182889               3.241339
5095.65            29.021300                1.182510               3.002739
5096.83            30.111100                1.220840               4.053726
5098.00            31.258700                1.232992               5.185617
5099.18            31.728400                1.254029               5.692242
5100.35            37.848700                1.345123              11.831130
5101.52            43.045600                1.445328              16.981700
5102.70            41.406300                1.426156              15.315570
5103.87            34.873300                1.314416               8.745298
5105.05            29.781000                1.254687               3.606964
5106.23            29.438100                1.243772               3.231241
5107.40            28.111600                1.217464               1.952246
5108.58            27.488800                1.187042               1.259291
5109.75            24.465400                1.140447              -1.725737
5110.93            23.678700                1.110681              -2.453255
5112.11            26.156300                1.138387               0.020563
5113.29            27.533600                1.160073               1.462469
5114.46            26.894300                1.173536               0.859152
