#Wavelength          Flux                Uncertainty          Subtracted Sky
#[Angstrom]   [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A]
7610.27            27.055700                1.519310               1.842035
7612.02            22.163400                1.378333              -3.050264
7613.77            24.302700                1.327429              -0.910965
7615.53            24.456700                1.212624              -0.756966
7617.28            26.047700                1.122243               0.834036
7619.04            28.120200                1.066033               2.906534
7620.79            25.365700                0.987913               0.152035
7622.55            27.246300                0.966596               2.036789
7624.30            26.305900                0.984961               1.092331
7626.06            25.150400                1.052913              -0.071791
7627.81            24.891900                1.104109              -0.330292
7629.57            25.413900                1.134328               0.191710
7631.33            26.521400                1.285080               1.290499
7633.08            26.810300                1.300187               1.579399
7634.84            23.837800                1.167217              -1.384392
7636.60            23.272700                1.035933              -1.958202
7638.36            25.186200                1.028737              -0.044703
7640.12            26.294800                1.019844               1.072609
7641.88            25.624100                0.957089               0.395491
7643.64            27.202700                1.024642               1.974091
7645.40            25.143600                0.992985              -0.082567
7647.16            25.839700                0.963348               0.608810
7648.92            25.826900                0.989614               0.591623
7650.68            25.107100                0.907181              -0.132158
7652.44            26.674000                0.923550               1.434742
7654.20            22.792900                0.883042              -2.446358
7655.97            25.179300                0.873261              -0.068316
7657.73            26.489300                0.936968               1.233324
7659.49            25.822200                0.912521               0.566225
7661.26            25.316100                0.865481               0.060123
7663.02            25.481800                0.899759               0.225824
7664.79            25.908400                0.955633               0.657801
7666.55            25.969500                0.929700               0.727369
7668.32            26.258300                0.908217               1.024540
7670.08            26.072000                0.879817               0.838240
7671.85            25.836100                0.849351               0.602339
7673.61            26.338500                0.844503               1.101894
7675.38            25.576900                0.827442               0.342884
7677.15            26.364100                0.826049               1.125891
7678.92            26.031100                0.815006               0.792891
7680.69            25.814400                0.826949               0.576191
7682.45            26.465700                0.822440               1.226408
7684.22            26.414900                0.811879               1.175608
7685.99            25.408900                0.806572               0.169607
7687.76            25.362600                0.807497               0.123308
7689.53            25.947800                0.828179               0.702688
7691.30            26.463500                0.898262               1.210169
7693.08            26.664000                0.867619               1.410669
7694.85            26.613300                0.842768               1.359970
7696.62            26.283800                0.825556               1.034369
7698.39            26.497100                0.845369               1.243771
7700.16            26.183700                0.853623               0.926256
7701.94            26.709300                0.900192               1.451855
7703.71            27.544700                0.888221               2.287256
7705.49            26.593900                0.849510               1.328348
7707.26            25.711300                0.808690               0.453415
7709.03            25.158300                0.799813              -0.099585
7710.81            25.590200                0.801726               0.328955
7712.59            22.936500                0.816467              -2.324745
7714.36            22.587200                1.032179              -2.674046
7716.14            29.221500                1.344006               3.961605
7717.92            23.062800                1.381636              -2.197096
7719.69            27.481400                1.606596               2.228996
7721.47            27.117800                1.611686               1.865396
7723.25            25.206800                1.180345              -0.049759
7725.03            25.913600                0.906045               0.656294
7726.81            25.198000                0.933846              -0.063551
7728.59            25.431100                1.022808               0.169550
7730.36            25.818000                0.962144               0.562260
7732.15            25.167800                0.857540              -0.087940
7733.93            25.822200                0.836251               0.572334
7735.71            26.911500                0.868482               1.661634
7737.49            25.734000                0.880997               0.484133
7739.27            26.498700                0.877173               1.257490
7741.05            26.538100                0.848571               1.298622
7742.83            26.647200                0.820494               1.416389
7744.62            26.699600                0.851028               1.473242
7746.40            26.822300                0.823451               1.593607
7748.19            27.099000                0.830426               1.870308
7749.97            25.516200                0.887409               0.287506
7751.75            24.087300                1.192399              -1.148634
7753.54            28.186600                1.632147               2.959169
7755.32            28.854800                2.022254               3.631838
7757.11            25.206000                1.316144              -0.023590
7758.90            26.022600                0.838945               0.793011
7760.68            26.433300                0.875235               1.203711
7762.47            26.890900                1.004014               1.658033
7764.26            26.616500                1.072905               1.379742
7766.05            26.059500                0.974555               0.822741
7767.84            25.858200                0.855254               0.621441
7769.62            25.952700                0.819928               0.707533
7771.41            25.787400                0.806935               0.549143
7773.20            25.160700                0.827280              -0.077557
7774.99            25.247400                0.897842               0.009144
7776.78            26.298000                1.009958               1.068247
7778.57            27.139000                0.976319               1.917852
7780.37            26.373800                0.890592               1.161215
7782.16            25.279100                0.919951               0.060791
7783.95            28.013500                1.015257               2.804289
7785.74            26.163000                0.946103               0.962688
7787.53            24.728100                0.834688              -0.462877
7789.33            26.030300                0.839939               0.839323
7791.12            25.825200                0.857417               0.634222
7792.92            27.404500                0.858140               2.213522
7794.71            23.980100                0.907062              -1.209082
7796.51            25.347000                1.275484               0.158413
7798.30            28.178800                1.421215               2.999645
7800.10            27.400900                1.171872               2.227526
7801.89            25.019700                0.859448              -0.151197
7803.69            25.264300                0.800530               0.089285
7805.49            25.596600                0.795724               0.421585
7807.28            24.345300                0.781007              -0.820347
7809.08            24.351900                0.833603              -0.815437
7810.88            26.274800                1.096061               1.105978
7812.68            26.938900                1.141803               1.779348
7814.48            25.147500                1.010286              -0.012053
7816.28            23.450600                0.861528              -1.700129
7818.08            24.831500                0.816178              -0.310440
7819.88            25.546200                0.875500               0.409849
7821.68            23.072600                1.059065              -2.055496
7823.48            21.966500                1.531295              -3.152910
7825.28            28.663800                2.434027               3.546103
7827.08            23.912100                1.844705              -1.196680
7828.89            23.456100                1.146385              -1.643648
7830.69            25.569100                0.825277               0.469351
7832.49            25.083800                0.810175              -0.015814
7834.30            24.440000                0.821205              -0.650518
7836.10            24.492800                0.808328              -0.597719
7837.91            24.206800                0.800651              -0.874773
7839.71            24.409300                0.814782              -0.671272
7841.52            23.588200                0.874215              -1.495790
7843.32            24.121800                1.028671              -0.962234
7845.13            28.120200                1.093025               3.043375
7846.93            25.439400                0.961094               0.365137
7848.74            24.121200                0.817137              -0.950474
7850.55            23.081000                0.805574              -1.979837
7852.36            23.763600                0.900196              -1.286520
7854.16            23.954400                1.085134              -1.086235
7855.97            21.746300                1.542345              -3.289257
7857.78            27.742400                1.718589               2.718781
7859.59            25.071600                1.231548               0.060549
7861.40            23.618900                0.995787              -1.380266
7863.21            25.276800                1.032077               0.289850
7865.02            26.392700                1.051941               1.418091
7866.83            25.401000                0.935679               0.439251
7868.65            24.455100                0.846510              -0.506649
7870.46            23.961800                0.874118              -0.999949
7872.27            23.988200                0.984932              -0.961050
7874.08            24.623500                1.093170              -0.313988
7875.90            24.998800                1.160673               0.061312
7877.71            23.923000                0.950740              -1.003164
7879.52            22.682200                0.828753              -2.230614
7881.34            24.014600                0.973636              -0.898212
7883.15            23.229700                1.054183              -1.683113
7884.97            23.026200                1.080933              -1.886614
7886.78            23.782300                0.986177              -1.117184
7888.60            22.311000                0.848015              -2.575136
7890.42            23.348700                0.908269              -1.524221
7892.23            25.180600                1.148468               0.320734
7894.05            25.878900                1.275983               1.027523
7895.87            23.471100                1.109532              -1.367840
7897.69            22.206900                0.907895              -2.623968
7899.51            25.888000                0.854436               1.063005
7901.33            22.545400                0.803572              -2.273396
7903.15            24.460400                0.799358              -0.358397
7904.97            25.838700                0.822796               1.019903
7906.79            24.642200                0.830558              -0.176596
7908.61            23.921400                0.812383              -0.883644
7910.43            25.330900                0.822707               0.539604
7912.25            23.453600                0.878722              -1.328430
7914.07            21.965200                1.217369              -2.816830
7915.89            24.881300                1.759917               0.098965
7917.72            27.776900                1.694820               3.007992
7919.54            25.801400                1.452698               1.046480
7921.36            21.572400                0.988255              -3.169209
7923.19            24.870400                1.131792               0.128792
7925.01            26.612200                1.309697               1.870592
7926.84            25.651000                1.134867               0.923582
7928.66            22.694100                0.864385              -2.019110
7930.49            21.189500                0.801659              -3.509974
7932.32            23.560700                0.917995              -1.134750
7934.14            22.946000                1.026517              -1.735859
7935.97            24.990000                1.096174               0.322119
7937.80            24.213100                0.980133              -0.441200
7939.63            23.059500                0.831154              -1.580997
7941.45            24.137800                0.827694              -0.502697
7943.28            25.154800                0.849605               0.527914
7945.11            24.908400                0.860893               0.294945
7946.94            25.233200                0.862252               0.632967
7948.77            24.008200                0.859632              -0.578064
7950.60            23.718000                0.900605              -0.854271
7952.43            25.053400                1.010181               0.495344
7954.26            24.945000                1.029800               0.400873
7956.10            23.654500                0.919395              -0.875820
7957.93            24.034800                0.847695              -0.481945
7959.76            25.334500                0.844109               0.831512
7961.59            25.552500                0.821307               1.062981
7963.43            24.564300                0.835915               0.087648
7965.26            24.063300                1.023695              -0.401495
7967.10            24.443000                1.435973              -0.011314
7968.93            26.593600                1.578200               2.152269
7970.76            24.142300                1.294106              -0.286322
7972.60            21.942200                0.972663              -2.480825
7974.44            24.361600                0.868856              -0.060762
7976.27            27.068700                0.866238               2.646338
7978.11            23.946300                0.844548              -0.474701
7979.95            24.276800                0.949500              -0.138069
7981.78            25.211200                1.156921               0.807547
7983.62            24.972400                1.113717               0.579081
7985.46            24.132100                0.986542              -0.272058
7987.30            23.912500                0.865041              -0.495401
7989.14            24.995300                0.883666               0.588053
7990.98            25.054700                0.836380               0.652466
7992.82            23.879100                0.906931              -0.520107
7994.66            23.578600                1.239354              -0.823183
7996.50            25.158400                1.793682               0.766672
7998.34            26.262800                1.778341               1.881092
8000.18            23.352300                1.227822              -1.019552
8002.03            24.280200                0.955794              -0.086153
8003.87            24.678800                0.880448               0.318028
8005.71            24.038900                0.840764              -0.321873
8007.56            23.983100                0.834618              -0.368322
8009.40            24.453800                0.864601               0.106482
8011.24            24.020100                0.859730              -0.321958
8013.09            23.374500                0.841570              -0.963566
8014.93            23.427000                0.890260              -0.901922
8016.78            24.090300                1.040292              -0.229549
8018.63            25.111600                1.092824               0.800671
8020.47            25.770700                1.001327               1.464331
8022.32            24.294300                0.899620              -0.007380
8024.17            25.395500                0.913050               1.102346
8026.02            24.749400                0.984279               0.456450
8027.86            24.458600                1.241840               0.169550
8029.71            25.352100                1.586113               1.067011
8031.56            24.397900                1.338903               0.121458
8033.41            24.193900                0.985363              -0.082542
8035.26            25.180400                0.892846               0.903959
8037.11            25.208000                0.874562               0.939770
8038.96            24.608300                0.847832               0.348383
8040.81            24.876400                0.837364               0.617468
8042.67            25.736400                0.846807               1.485504
8044.52            24.050200                0.832903              -0.192663
8046.37            24.703000                0.853931               0.465340
8048.22            23.986800                0.853489              -0.243040
8050.08            23.822800                0.854467              -0.399137
8051.93            24.566300                0.869138               0.352295
8053.78            23.716200                0.928861              -0.489613
8055.64            25.690000                0.977783               1.492403
8057.49            24.301100                0.920419               0.111763
8059.35            23.514900                0.829283              -0.666370
8061.21            23.258000                0.823401              -0.915308
8063.06            22.924800                0.910393              -1.244293
8064.92            24.258200                1.117562               0.093464
8066.78            26.698000                1.244769               2.537167
8068.63            25.320600                1.057538               1.167955
8070.49            24.186400                0.888919               0.034645
8072.35            24.478100                0.839874               0.326345
8074.21            25.090200                0.837493               0.938446
8076.07            25.270200                0.857291               1.125345
8077.93            25.182900                0.855567               1.045996
8079.79            24.460300                0.860969               0.331226
8081.65            24.692800                0.855291               0.571556
8083.51            25.299700                0.873974               1.186035
8085.37            24.959600                0.862293               0.845791
8087.23            24.114400                0.859270               0.000591
8089.10            25.438900                0.868090               1.332977
8090.96            24.512900                0.844666               0.406977
8092.82            24.511200                0.836444               0.397390
8094.69            25.039100                0.880205               0.930412
8096.55            24.885200                0.928181               0.783892
8098.41            24.798800                0.905383               0.697491
8100.28            25.114400                0.874659               1.009764
8102.14            24.375000                0.884821               0.266312
8104.01            23.911200                0.954887              -0.205328
8105.88            24.556300                0.996612               0.439772
8107.74            25.308500                0.963849               1.199812
8109.61            24.758900                0.881555               0.657591
8111.48            24.457900                0.849072               0.364027
8113.35            24.118600                0.850779               0.031691
8115.21            23.866200                0.837928              -0.215408
8117.08            24.990600                0.856433               0.912859
8118.95            25.796100                0.880659               1.714493
8120.82            23.739500                0.855896              -0.341377
8122.69            24.184900                0.841666               0.104023
8124.56            23.004000                0.830997              -1.076878
8126.43            23.318000                0.856470              -0.760311
8128.31            23.662600                0.865764              -0.422823
8130.18            23.159900                0.853607              -0.933119
8132.05            23.634100                0.851368              -0.455671
8133.92            23.061300                0.841639              -1.031719
8135.80            23.692500                0.861544              -0.397272
8137.67            24.598800                0.854845               0.512182
8139.54            23.930300                0.860141              -0.163714
8141.42            22.661700                0.870418              -1.432314
8143.29            23.250800                0.910446              -0.843214
8145.17            23.100000                0.900737              -0.989771
8147.04            23.805800                0.881682              -0.279623
8148.92            22.992900                0.925986              -1.095947
8150.80            22.715600                0.956796              -1.375082
8152.67            23.651500                0.937182              -0.431496
8154.55            23.060400                0.845813              -1.015259
8156.43            22.311600                0.808278              -1.763260
8158.31            23.833400                0.846325              -0.241459
8160.18            23.370700                0.822398              -0.709368
8162.06            23.082800                0.856100              -1.005451
8163.94            24.117500                0.882602               0.029249
8165.82            23.205400                0.899857              -0.882851
8167.70            21.575300                0.872025              -2.512951
8169.59            23.706800                0.872779              -0.389341
8171.47            24.707600                0.876001               0.611458
8173.35            23.160800                0.851469              -0.927744
8175.23            22.378800                0.844720              -1.717474
8177.11            24.851700                0.853962               0.755426
8179.00            24.833400                1.065169               0.744856
8180.88            25.553300                1.111346               1.460417
8182.76            24.267800                0.912183               0.179255
8184.65            23.551000                0.943917              -0.537373
8186.53            24.055700                0.902124              -0.032673
8188.42            22.970700                0.906737              -1.125084
8190.30            24.641800                0.965807               0.553863
8192.19            26.136600                0.995353               2.040817
8194.08            25.356900                0.965308               1.253387
8195.96            24.408800                0.951320               0.300709
8197.85            24.329000                0.993327               0.217310
8199.74            24.076000                0.994978              -0.040150
8201.63            25.714800                0.962924               1.590609
8203.52            24.124400                0.900791               0.007198
8205.40            24.360000                0.908097               0.250839
8207.29            24.192400                0.873511               0.091274
8209.18            23.222000                0.855918              -0.887161
8211.07            24.886200                0.879065               0.768999
8212.97            22.736500                1.045264              -1.380701
8214.86            24.074700                0.941830              -0.050520
8216.75            23.646500                0.871472              -0.474173
8218.64            23.847500                0.865754              -0.275824
8220.53            25.409700                0.885924               1.278219
8222.43            23.918400                0.862130              -0.215368
8224.32            23.821100                0.843115              -0.312668
8226.21            23.743500                0.844810              -0.382111
8228.11            23.703600                0.857610              -0.413990
8230.00            23.328900                0.873978              -0.795000
8231.90            23.129800                0.914469              -1.002281
8233.79            23.632400                0.918751              -0.499682
8235.69            22.008300                0.861413              -2.115599
8237.59            23.180600                0.837523              -0.951483
8239.48            23.526900                0.856316              -0.611258
8241.38            23.509300                0.856590              -0.621883
8243.28            24.164600                0.884225               0.033438
8245.18            24.212300                0.889738               0.089298
8247.08            24.283500                0.893513               0.160460
8248.98            23.939300                0.891703              -0.187569
8250.87            24.091300                0.904701              -0.031742
8252.77            24.518200                0.916214               0.398878
8254.68            24.761700                0.878441               0.642378
8256.58            24.867600                0.877892               0.756197
8258.48            24.685400                0.918433               0.581982
8260.38            24.415600                0.918851               0.313036
8262.28            23.921000                0.896189              -0.183050
8264.18            24.149400                0.877068               0.045351
8266.09            24.780900                0.890775               0.685314
8267.99            24.331500                0.878065               0.240488
8269.90            24.370600                0.887874               0.271711
8271.80            24.164500                0.908693               0.074303
8273.70            24.229800                0.869753               0.148594
8275.61            24.548600                0.901629               0.468195
8277.52            23.910100                0.868568              -0.165817
8279.42            22.297000                0.966443              -1.782740
8281.33            24.102200                1.184129               0.026911
8283.24            21.406800                1.302810              -2.677170
8285.14            24.102500                1.412422               0.022825
8287.05            25.741400                1.323279               1.670406
8288.96            22.551000                1.252156              -1.516321
8290.87            23.745300                1.457282              -0.328028
8292.78            27.826600                1.681672               3.761980
8294.69            26.293600                1.368512               2.232447
8296.60            23.752900                1.026677              -0.308254
8298.51            22.776900                1.066891              -1.284254
8300.42            23.871300                1.460745              -0.193945
8302.33            25.956700                1.731722               1.900322
8304.24            23.334400                1.598368              -0.713081
8306.15            23.596200                1.149219              -0.447481
8308.07            22.454200                1.001548              -1.589481
8309.98            22.348100                0.937903              -1.686737
8311.89            23.925300                0.977498              -0.100756
8313.81            23.531200                1.141703              -0.486196
8315.72            27.303400                1.209948               3.290627
8317.64            25.008100                1.009488               0.994005
8319.55            23.048400                0.919434              -0.960262
8321.47            23.726300                0.969440              -0.273924
8323.39            24.455200                0.959377               0.463518
8325.30            23.463200                0.909147              -0.520355
8327.22            23.661300                0.888000              -0.314051
8329.14            24.163900                0.869122               0.194025
8331.05            24.005600                0.884219               0.043795
8332.97            23.740500                0.925307              -0.216888
8334.89            23.658200                0.944616              -0.297464
8336.81            23.366700                0.922006              -0.580568
8338.73            23.831800                0.891111              -0.115299
8340.65            23.566700                0.904738              -0.371813
8342.57            23.774600                0.946777              -0.155693
8344.49            21.996400                1.247754              -1.933891
8346.42            20.060200                2.074814              -3.870092
8348.34            23.596600                3.005416              -0.341913
8350.26            25.175700                2.524697               1.245407
8352.18            21.941900                1.259045              -1.988392
8354.11            21.052000                1.143974              -2.878292
8356.03            23.291100                1.410252              -0.630961
8357.95            25.030100                1.528820               1.116459
8359.88            23.988700                1.169205               0.083431
8361.80            22.594400                0.922390              -1.310869
8363.73            23.906500                0.926538               0.009420
8365.66            23.068400                0.950302              -0.823345
8367.58            23.479200                1.166117              -0.404421
8369.51            25.928300                1.313519               2.052769
8371.44            24.472900                1.091494               0.597368
8373.36            23.049300                0.936639              -0.822103
8375.29            24.817300                0.939292               0.953825
8377.22            24.753100                0.942537               0.897476
8379.15            24.073200                0.940338               0.225348
8381.08            23.793200                0.963921              -0.051643
8383.01            22.173000                1.341591              -1.664057
8384.94            24.591200                1.554372               0.754543
8386.87            25.911400                1.337847               2.074743
8388.80            24.879800                1.131935               1.044651
8390.73            23.779900                0.918421              -0.050303
8392.67            23.704100                0.934355              -0.120215
8394.60            23.453600                0.930307              -0.370714
8396.53            23.897500                0.933138               0.073185
8398.47            23.703900                0.993190              -0.112944
8400.40            21.899000                1.484036              -1.910137
8402.34            25.651000                3.163219               1.838768
8404.27            30.007900                3.066475               6.203585
8406.21            22.233800                1.463486              -1.570515
8408.14            25.160800                0.981619               1.357405
8410.08            24.482500                0.952658               0.679104
8412.01            23.980100                0.953467               0.176704
8413.95            24.868000                0.987393               1.064604
8415.89            24.608400                1.129185               0.798271
8417.83            23.373800                1.517592              -0.436329
8419.77            26.458000                1.692026               2.649075
8421.70            23.194900                1.319158              -0.614025
8423.64            23.665900                1.101027              -0.140552
8425.58            26.006500                1.034013               2.200048
8427.52            25.928700                1.003488               2.129021
8429.46            24.877300                1.037665               1.077621
8431.41            19.116600                1.398206              -4.692003
8433.35            23.773400                2.429777              -0.035204
8435.29            25.376000                2.393077               1.571949
8437.23            22.608600                1.342295              -1.195450
8439.18            21.613300                0.977984              -2.190750
8441.12            22.955700                0.915472              -0.846205
8443.06            21.797600                0.910020              -2.004305
8445.01            23.197400                0.919010              -0.604506
8446.95            24.968400                0.942671               1.171968
8448.90            24.900400                0.962393               1.103970
8450.84            23.801900                0.979160               0.005470
8452.79            23.473500                1.040925              -0.313314
8454.74            21.923900                1.312923              -1.862913
8456.68            25.711200                1.446149               1.924387
8458.63            24.537600                1.197179               0.754311
8460.58            23.913700                1.025046               0.140034
8462.53            25.915500                0.962353               2.141834
8464.47            21.743900                0.932558              -2.029766
8466.42            23.440400                1.347606              -0.328100
8468.37            26.634300                2.348926               2.870094
8470.32            25.686700                2.319674               1.927595
8472.27            24.319400                1.477613               0.564697
8474.23            25.201600                1.052292               1.443192
8476.18            24.666100                0.989740               0.907692
8478.13            23.798600                0.995550               0.040192
8480.08            24.668400                1.255254               0.919544
8482.03            25.868300                1.212996               2.124718
8483.99            25.822800                0.949265               2.083597
8485.94            24.726900                0.942457               0.992847
8487.90            24.361500                0.926896               0.636946
8489.85            25.061300                0.937647               1.346382
8491.80            23.970000                0.936849               0.264675
8493.76            20.895200                0.933329              -2.800417
8495.72            22.345800                1.144583              -1.340048
8497.67            27.198700                1.437870               3.522703
8499.63            25.319800                1.268861               1.643803
8501.59            23.238900                0.980689              -0.427198
8503.54            24.816300                0.985770               1.150202
8505.50            24.106900                1.188070               0.440802
8507.46            25.063400                1.652353               1.392399
8509.42            27.625700                1.759636               3.963787
8511.38            24.265900                1.371941               0.603987
8513.34            25.443000                1.097624               1.791615
8515.30            23.638800                0.994235              -0.005245
8517.26            23.432600                0.986004              -0.203655
8519.22            24.713900                1.014750               1.085209
8521.19            25.271400                1.061393               1.638283
8523.15            25.009100                1.054254               1.375982
8525.11            22.610000                0.976780              -1.016571
8527.07            24.527900                0.958187               0.889553
8529.04            24.678300                0.947980               1.033440
8531.00            23.984500                0.957326               0.337454
8532.97            24.369400                0.980666               0.721209
8534.93            23.512100                0.977083              -0.130699
8536.90            24.065400                0.974764               0.429451
8538.86            24.713200                0.993332               1.082609
8540.83            23.212200                1.062628              -0.412911
8542.80            23.028000                1.199424              -0.597111
8544.76            23.833300                1.130187               0.220921
8546.73            20.940700                0.957580              -2.658583
8548.70            23.060300                0.963558              -0.525881
8550.67            22.654700                1.076441              -0.918381
8552.64            24.966500                1.282595               1.397333
8554.61            25.779400                1.231953               2.210234
8556.58            22.844700                1.021214              -0.711798
8558.55            23.213100                0.964544              -0.330681
8560.52            24.667200                0.963585               1.135462
8562.49            23.449300                0.961063              -0.070312
8564.46            23.204300                0.940417              -0.315313
8566.43            22.848100                0.943115              -0.671513
8568.41            22.224100                0.940434              -1.282904
8570.38            24.293700                0.970110               0.793316
8572.35            23.825900                0.954561               0.312988
8574.33            24.319300                0.947946               0.807520
8576.30            24.039700                0.953038               0.531528
8578.28            22.679100                0.940056              -0.822580
8580.25            22.849800                0.945190              -0.639799
8582.23            25.538900                0.972254               2.049301
8584.20            22.857400                0.937034              -0.637876
8586.18            22.984000                0.931626              -0.505600
8588.16            22.538300                0.954983              -0.951300
8590.14            22.890400                0.982017              -0.593428
8592.11            24.495000                1.061653               1.011173
8594.09            23.307200                1.044319              -0.167126
8596.07            23.392300                0.985439              -0.076021
8598.05            24.081600                1.008055               0.608267
8600.03            24.313500                1.092718               0.836487
8602.01            23.216100                1.106981              -0.262173
8603.99            21.828500                0.989852              -1.655863
8605.97            22.564100                0.990220              -0.914173
8607.96            24.008900                1.002964               0.538038
8609.94            24.575000                1.043126               1.116463
8611.92            23.963500                1.010235               0.517427
8613.90            22.790400                1.012434              -0.655672
8615.89            22.189100                1.031464              -1.245251
8617.87            22.867500                1.108572              -0.560451
8619.86            23.280000                1.174054              -0.147287
8621.84            22.667100                1.195958              -0.755804
8623.83            23.157500                1.227909              -0.265406
8625.81            23.553900                1.344333               0.144169
8627.80            22.307600                1.377511              -1.089535
8629.79            20.837600                1.379174              -2.548260
8631.77            21.240900                1.542098              -2.138687
8633.76            20.713100                1.594055              -2.652197
8635.75            21.974600                1.531514              -1.380112
8637.74            22.415200                1.474981              -0.925096
8639.73            22.151700                1.387482              -1.201548
8641.72            25.290300                1.314452               1.944427
8643.71            22.463300                1.253764              -0.878719
8645.70            24.500100                1.260000               1.150770
8647.69            24.761600                1.128154               1.398273
8649.68            23.419900                1.097084               0.050991
8651.67            23.500800                1.232223               0.139223
8653.66            23.680600                1.370827               0.325323
8655.66            24.299100                1.385823               0.951025
8657.65            23.123300                1.543830              -0.231976
8659.64            23.820000                1.523371               0.471924
8661.64            23.608100                1.422675               0.261234
8663.63            22.048300                1.684947              -1.289602
8665.63            24.281000                1.436911               0.956793
8667.62            23.875800                1.397643               0.564886
8669.62            22.512500                1.435499              -0.806326
8671.62            20.782000                1.359694              -2.536827
8673.61            21.457100                1.431813              -1.861727
8675.61            23.907400                1.367747               0.588573
8677.61            23.450800                1.248545               0.144493
8679.61            24.050800                1.293485               0.731707
8681.60            24.715300                1.307115               1.396206
8683.60            23.981100                1.204580               0.675037
8685.60            23.338600                1.307685               0.045578
8687.60            23.725900                1.210109               0.432878
8689.60            24.167700                1.168362               0.888195
8691.61            26.138100                1.186447               2.854298
8693.61            21.922300                1.090079              -1.361502
8695.61            23.149600                1.071183              -0.120230
8697.61            24.691800                1.126610               1.415581
8699.61            22.518900                1.069223              -0.757319
8701.62            25.290600                1.086532               2.010572
8703.62            23.688100                1.100115               0.400696
8705.63            24.249400                1.089504               0.975714
8707.63            21.964800                1.054811              -1.294857
8709.64            21.896400                1.120877              -1.353537
8711.64            24.720500                1.141457               1.484661
8713.65            21.242000                1.063812              -1.979816
8715.65            23.081700                1.006995              -0.130850
8717.66            22.402100                1.004727              -0.796797
8719.67            22.995000                1.028075              -0.203638
8721.68            24.074800                1.053920               0.884071
